Timestamp,Title,Theme,Summary,last_price,return,volatility,next_day_price
2022-06-08,Japan Halts Loans to Russian Gas-Export Plant,Business,A $21 billion natural-gas export plant under construction in Siberia suffered another setback when a Japanese government-owned bank said it has suspended loans to the project.,21.792,-0.016162528216704164,0.10384512410491244,23.486
2022-06-08,Stocks Slip Amid Concerns of an Economic Slowdown,U.S. Markets,U.S. stocks fell as investors parsed an ambivalent outlook for the global economy and awaited key data about inflation.,21.792,-0.016162528216704164,0.10384512410491244,23.486
2022-06-09,Natural-Gas Prices Swing After Fire in Texas and New Inventory Data,Gas Markets,"Prices were buoyed by data showing little progress has been made in boosting domestic gas inventories, after a sharp decline that followed a fire at a Texas fuel-export facility.",23.486,0.07773494860499253,0.10389073134896791,23.561
2022-06-09,Opinion: How the U.S. Turned the Tables on OPEC,Commentary,"Our energy dominance came from innovation, pro-supply policies, and private investment.",23.486,0.07773494860499253,0.10389073134896791,23.561
2022-06-10,Opinion: Richard Glick’s White House Chats,Review & Outlook,The Federal Energy Regulatory Commission chairman had regular confabs with the climate adviser.,23.561,0.0031933918078854706,0.1038849329604999,22.543
2022-06-13,"Without Cheap Russian Energy, Some European Factories Must Close",Europe,"Industrial energy costs are soaring in the wake of Russia’s war on Ukraine, hobbling European manufacturers’ ability to compete in the global marketplace.",22.543,-0.04320699460973643,0.10393410323124391,24.1
2022-06-13,France’s Total Joins Qatar as First Foreign Partner in $30 Billion LNG Project,Business,"Qatar tapped French oil giant TotalEnergies as its first foreign partner in a $30 billion liquefied natural gas project, as the Persian Gulf emirate pledges to help Europe secure new supplies of gas as it weans itself off Russian energy.",22.543,-0.04320699460973643,0.10393410323124391,24.1
2022-06-13,LNG Prices Will Steam Up Again,Heard on the Street,Prices of the fuel have mostly trended lower since hitting highs this past spring. But that is unlikely to last in a fragile market.,22.543,-0.04320699460973643,0.10393410323124391,24.1
2022-06-14,Natural-Gas Prices Plunge After Extended Outage at Texas LNG Facility,Markets,One of the biggest U.S. LNG exporters said fire damage will prevent it from returning to full capacity until late this year.,24.1,0.0690680033713349,0.10400422723391882,28.927
2022-06-14,BP Bets Big on Giant ‘Green Hydrogen’ Project in Australia,Business,"The oil major is taking the lead on one of the world’s biggest projects to produce the alternative fuel, which is in growing demand due to climate change but remains uneconomical.",24.1,0.0690680033713349,0.10400422723391882,28.927
2022-06-15,Natural Gas Could Start to Melt United Front Against Russia,Heard on the Street,"With storage levels low and geopolitical risks running high, it isn’t taking much for natural-gas prices to swing wildly.",28.927,0.2002904564315351,0.1047077733723949,38.58
2022-06-15,EU Moves to Wean Itself off Russian Natural Gas With Deal,Middle East,The European Union’s agreement with Israel and Egypt to boost shipments taps into the natural-gas riches of the eastern Mediterranean as it races to secure alternatives to Russian energy.,28.927,0.2002904564315351,0.1047077733723949,38.58
2022-06-15,European Natural-Gas Prices Jump as Russia Cuts Supplies Again,Commodities,"Europe’s options for filling its natural-gas stores to avoid a winter energy crisis are narrowing as flows from Russia decrease and U.S. shipments are poised to stall, sending gas prices higher.",28.927,0.2002904564315351,0.1047077733723949,38.58
2022-06-16,High U.S. Fuel Exports Are Contributing to $5-a-Gallon Gas,Gas Markets,"A rapid rise in American fuel exports this year has helped push gasoline prices to a record $5 a gallon and is pressuring U.S. prices of natural gas, which hit the highest levels in over a decade earlier this month.",38.58,0.33370207764372384,0.10669195412899028,37.889
2022-06-16,Central Bankers Could Derail the Rally in Oil and Gas,Heard on the Street,"Supply problems are feeding expectations that commodity prices will go higher, but rising interest rates are an important counterweight.",38.58,0.33370207764372384,0.10669195412899028,37.889
2022-06-16,"Russia Slashes Gas Flows, Aiming Economic Weapon at Europe",Europe,Moscow’s move to slash natural-gas exports to Europe has pitched the continent’s energy crisis into a dangerous new phase.,38.58,0.33370207764372384,0.10669195412899028,37.889
2022-06-17,Russia Steps Up Pressure on European Gas Supplies,Europe Economy,A further reduction in the supply of natural gas to Europe’s biggest economies is raising concerns of a fuel shortage this winter.,37.889,-0.01791083462934151,0.10667324166005486,36.049
2022-06-20,Less Russian Gas Puts Europe’s Winter Fuel Supply in Jeopardy,World,Russia’s throttling of natural gas to Europe is endangering the continent’s race to sock away enough fuel to ride out next winter.,36.049,-0.048562907440154235,0.10673082625137761,36.779
2022-06-21,U.S. Natural-Gas Exporter Completes First Deal With German Buyer,Business,"Venture Global struck the first binding deals by a U.S. natural-gas exporter to supply a German company, as Europe turns to America to help replace supplies from Russia.",36.779,0.02025021498515911,0.10673231630762511,36.246
2022-06-21,Could High Gasoline Prices Decide the Midterms?,PODCAST,"A.M. Edition for June 21. In Virginia Beach, Va.—like many communities across the U.S.—high gasoline prices are causing sticker shock at the pump and constraining family budgets. WSJ audio reporter Daniella Cheslow visited the political battleground to learn how the issue could also sway opinions ahead of this year’s closely watched midterm election. Luke Vargas hosts.",36.779,0.02025021498515911,0.10673231630762511,36.246
2022-06-22,Dallas Cowboys Owner Scores on Billion-Dollar Natural-Gas Gambit,Gas Markets,"Jerry Jones bought control of Comstock Resources at the depths of the gas bust, and now his stake is worth more than twice what he paid.",36.246,-0.014491965523804384,0.1067342611774091,37.246
2022-06-23,U.S. Natural Gas Sales to China Dry Up,China,"In a redirection of flows because of the Ukraine war, America is selling more to Europe, while Russia is becoming more dependent on sales to China.",37.246,0.0275892512277216,0.10673695854398947,36.888
2022-06-23,Europe Prepares to Go Cold Turkey on Russian Gas,Heard on the Street,The odds of Russia cutting off Europe’s gas have changed dramatically. Europe’s energy options haven’t.,37.246,0.0275892512277216,0.10673695854398947,36.888
2022-06-23,Opinion: Coal Energy Rides to Germany’s Rescue,Review & Outlook,"Berlin braces for a cutoff of Russian gas, but the nuclear power taboo remains.",37.246,0.0275892512277216,0.10673695854398947,36.888
2022-06-24,Europe’s Search for Natural Gas Runs Up Against Climate Goals,World,Efforts to replace Russian natural gas have set in motion plans for new production and infrastructure world-wide that critics say risk throwing the world off track in meeting the Paris accord’s climate targets.,36.888,-0.009611770391451557,0.10674383865051017,37.028
2022-06-29,Gas Prices Test American Appetite for New Cold War With Russia,Capital Account,"Russia is waging two wars right now: a hot war with Ukraine whose costs are measured in death and destruction, and a cold war with the West whose costs are measured in economic hardship and inflation.",38.59,0.06343694885361573,0.10680800502478048,39.627
2022-07-01,Wild First Half in Markets Sets Stage for More Big Moves,Markets,Charts size up what might lie ahead for businesses and the economy.,40.52,0.02253514018219893,0.10681129394209053,41.652
2022-07-01,Russia Takes Control of International LNG Project,Business,The move is one of the most drastic responses by the Kremlin so far to the flight of Western companies from Russia in the wake of the country’s invasion of Ukraine.,40.52,0.02253514018219893,0.10681129394209053,41.652
2022-07-01,New U.S. Guided Rockets Strengthen Ukraine’s Hand,World,Ukrainian officers say the Himars batteries are already shifting the balance of power in the artillery duel being fought with Russian forces in the Donbas region.,40.52,0.02253514018219893,0.10681129394209053,41.652
2022-07-01,"Russian Missiles Kill 21 in Residential Area in Odessa Region, Ukraine Says",World,"The overnight attack, the latest in a surge of Russian strikes, occurred hours after the conclusion of a NATO summit where President Biden promised to support Ukraine “for as long as it takes.”",40.52,0.02253514018219893,0.10681129394209053,41.652
2022-07-04,Coal Makes a Comeback as the World Thirsts for Energy,Business,"Tight supplies of commodities following Russia’s war in Ukraine lead countries back to the dirtiest fossil fuel, despite commitments to tackle climate change.",41.652,0.027936821322803507,0.10676938915523475,43.574
2022-07-06,Opinion: The Global Search for Energy Security,Commentary,"As inflation soars, the West is finally getting serious about a goal it abandoned years ago.",39.124,-0.10212512048469258,0.10697423196198551,42.474
2022-07-07,"Europe Scoops Up LNG, Choking Off Power Supplies in Poorer Nations",U.S.,"The war in Ukraine is depriving far-away developing countries of electricity, as the world’s supply of liquefied natural gas used to produce power is swallowed up by European nations as an alternative to Russian gas.",42.474,0.08562519169819027,0.10707867714182505,41.698
2022-07-11,Investors Dump Bonds of Chinese Banks That Lent Heavily to Russia,Markets,"For years, foreigners loaded up on debt from Chinese state-owned lenders known as policy banks, but Russia’s invasion of Ukraine has prompted a rethink of those investments.",,,,
2022-07-14,Global Natural-Gas Markets Are Getting Scared,Heard on the Street,"LNG spot market prices have shot up in recent weeks, but could have much further to go if Russia closes its pipeline to Germany.",41.87,0.002322074066980928,0.10687204597344595,39.049
2022-07-15,Opinion: The West’s Climate Policy Debacle,Review & Outlook,Utopian energy dreams are doing great economic and security damage.,39.049,-0.06737520898017668,0.1069638200001665,36.594
2022-07-18,"Looming Gas Crunch Poses ‘Historic Test’ for Europe, IEA Says",Gas Markets,"European nations are rushing to rapidly refill gas storage tanks before the winter heating season sets in. But they face a possibility that Russia will choose to completely cut off its gas supply, said the International Energy Agency’s head.",36.594,-0.06286972777791999,0.10706051053466228,38.372
2022-07-19,Russian Gas Supplies to Europe Aren’t Expected to Restart,Europe,Europe is working on contingency plans for the possibility that the Nord Stream pipeline won’t return to operation.,38.372,0.0485872000874461,0.10708537561566431,39.537
2022-07-20,Green Hydrogen Is Cheaper Than LNG in Europe,Heard on the Street,"Gas prices will fall eventually, but the European energy crisis has permanently improved prospects for the clean-burning fuel.",39.537,0.030360679662253753,0.10706034613478067,37.867
2022-07-20,Natural Gas Remains Putin’s Weapon of Choice,Heard on the Street,Restarting limited natural-gas flows down the Nord Stream pipeline keeps Moscow in the money and markets on edge.,39.537,0.030360679662253753,0.10706034613478067,37.867
2022-07-21,Putin’s Gas Game: Toy With Europe’s Supply and Make Its Leaders Squirm,Russia,"The Kremlin is weaponizing energy over Ukraine sanctions, a gambit that carries huge risks for both sides as customers race to lock in alternative sources.",37.867,-0.04223891544629088,0.10710694277585121,42.57
2022-07-21,Russia Resumes Nord Stream Natural-Gas Supply to Europe,Europe,The restart of the pipeline buys time for governments to decouple from the Kremlin’s exports amid what they expect will be an increasingly unreliable supply of energy heading into the winter.,37.867,-0.04223891544629088,0.10710694277585121,42.57
2022-07-21,Heat Wave Sends U.S. Natural-Gas Prices Soaring,Commodities,"Some of the hottest weather on record is lifting natural-gas prices, reversing last month’s plunge and reviving a key driver of inflation as power plants guzzle the fuel to keep air conditioners humming.",37.867,-0.04223891544629088,0.10710694277585121,42.57
2022-07-22,"South Korean Shipbuilder, Workers Reach Deal to End Strike",Asia,Daewoo’s agreement with subcontract workers ended a weekslong strike that had pushed back deliveries of in-demand LNG vessels and triggered roughly $600 million in losses.,42.57,0.12419785037103548,0.10735114799710506,41.392
2022-07-22,The World Is Thirsty for America’s Natural Gas,Business,A global race among U.S. allies to secure American gas exports is testing the country’s ability to meet fast-growing demand.,42.57,0.12419785037103548,0.10735114799710506,41.392
2022-07-22,Can U.S. Natural-Gas Producers Meet Rising Demand in Europe?,PODCAST,P.M. Edition for July 22. U.S. exports of liquified natural gas are surging as Russia limits supplies to Europe. But underinvestment during the pandemic and concerns about the climate limit how much American gas producers can offer. The WSJ’s Benoit Faucon joins host Daniella Cheslow to discuss.,42.57,0.12419785037103548,0.10735114799710506,41.392
2022-07-22,Can U.S. Natural-Gas Producers Meet Rising Demand in Europe?,PODCAST,U.S. exports of liquified natural gas are surging as Russia limits supplies to Europe. But underinvestment during the pandemic and concerns about the climate limit how much American gas producers can offer. The Wall Street Journal’s Benoit Faucon joins WSJ What’s News host Daniella Cheslow to discuss.,42.57,0.12419785037103548,0.10735114799710506,41.392
2022-07-25,Why Russia Is Cutting Gas Flows via Nord Stream to Europe and What It Means,Europe,"An overview of the pipeline that connects Russia’s Siberian gas fields with Germany, and the maintenance process at the heart of Europe’s gas dilemma.",41.392,-0.027672069532534538,0.1073727151688958,45.144
2022-07-25,Russia to Cut Europe’s Gas Flow via Nord Stream to 20%,World,The move raises new questions about Europe’s ability to sock away enough gas for the winter.,41.392,-0.027672069532534538,0.1073727151688958,45.144
2022-07-25,Shell Says It Will Proceed With Jackdaw Gas Project,Business,"Company decides to move forward with the development, which has been opposed by environmental groups, and says it could produce more than 6% of expected U.K. North Sea gas by mid-decade.",41.392,-0.027672069532534538,0.1073727151688958,45.144
2022-07-26,U.S. Natural Gas Futures Touch 14-Year High,,,45.144,0.09064553536915332,0.1074793931350053,51.957
2022-08-01,Solving the U.S. Energy Crisis and Lowering Your Bills,PODCAST,"After a decade of cheap, plentiful energy in the U.S., Americans are paying substantially more for everything from gasoline to electricity to natural gas. WSJ energy reporter Katherine Blunt joins  host J.R. Whalen to explain why higher costs could be the new normal, and what’s being done to hold energy costs in check.",47.439,0.04229467856044278,0.10845318832692222,50.232
2022-08-01,Europe’s Energy Crisis Threatens to Slow Green Transition,Europe,"A deepening energy crisis, a global heat wave, soaring prices, supply-chain snarls and worries about the economy are threatening to delay Europe’s longer-term promises to transition to lower-emission energy sources.",47.439,0.04229467856044278,0.10845318832692222,50.232
2022-08-01,America’s New Energy Crisis,Business,"How did this happen, and what will it take to fix it?",47.439,0.04229467856044278,0.10845318832692222,50.232
2022-08-01,Solving the U.S. Energy Crisis and Lowering Your Bills,PODCAST,"After a decade of cheap, plentiful energy in the U.S., Americans are paying substantially more for everything from gasoline to electricity to natural gas. Wall Street Journal energy reporter Katherine Blunt joins WSJ Your Money Briefing host J.R. Whalen to explain why higher costs could be the new normal, and what’s being done to hold energy costs in check.",47.439,0.04229467856044278,0.10845318832692222,50.232
2022-08-02,BP Profit Surges on High Energy Prices,Earnings,"The London-based company is the latest oil major to cash in on the highest energy prices in more than a decade, reporting strong second-quarter profit helped by fuel-making margins and oil trading.",50.232,0.05887560867640551,0.10849658818654813,49.888
2022-08-03,Opinion: Winter in Europe May Be Springtime for Putin,Commentary,Russia’s energy war deploys high prices to promote social turmoil and empower populist parties.,49.888,-0.0068482242395285775,0.10848990571426975,46.047
2022-08-04,Glencore Profit Doubles on Energy-Market Volatility,Europe,"The commodities giant said profit more than doubled in the first six months of the year, boosted by significant market volatility stirred up by macroeconomic and geopolitical events—a theme it expects to continue for markets through the rest of 2022.",46.047,-0.07699246311738295,0.10861369746410465,47.072
2022-08-04,Apollo’s Losses Mount as Investment Red Ink Flows,Pro PE Industry News,Apollo Global Management reported its second-straight quarterly loss with a $2 billion deficit stemming largely from rising interest rates that drove down the value of assets held by the firm’s retirement services operations.,46.047,-0.07699246311738295,0.10861369746410465,47.072
2022-08-12,Opinion: A Permitting Lesson for Joe Manchin,Review & Outlook,"He wants to speed up energy projects. Europe, of all places, shows how.",51.185,0.011001817176266249,0.10868931845894786,52.231
2022-08-16,Heat Wave Intensifies Energy Crisis in Europe,Gas Markets,Natural-gas prices surged to a record and electricity prices rallied as high temperatures spur a bidding war for the fuel.,57.728,0.10524401217667667,0.10884817588561092,59.055
2022-08-17,Santos Approves $2.6 Billion Oil-Field Development in Alaska,Business,The Australian producer said the first phase of the Pikka oil project can bolster energy security as countries look to diversify supply away from Russia after the invasion of Ukraine.,59.055,0.022987111973392427,0.1088289196799306,56.01
2022-08-17,"European, U.S. Gas Prices Extend Gains",,,59.055,0.022987111973392427,0.1088289196799306,56.01
2022-08-18,"A Top Gas Producer Considers Cutting Exports, but Timing Couldn’t Be Worse",Gas Markets,"Australia could demand some exporters redirect natural gas to domestic buyers, straining global energy supply further.",56.01,-0.05156210312420628,0.10889837650179045,55.277
2022-08-19,Europe’s Gas Crunch Will Squeeze BASF,Heard on the Street,"The chemical giant’s German operations use a lot of gas, and dwindling supplies could make for a very costly couple of years.",55.277,-0.013086948759150063,0.1089020047708604,61.025
2022-08-19,"Russia to Halt Nord Stream Gas Flows to Europe, Citing Pipeline Maintenance",Europe,Unexpected three-day maintenance shutdown later this month on the Nord Stream pipeline fans fears that Russian natural-gas cuts will tip Europe into a recession.,55.277,-0.013086948759150063,0.1089020047708604,61.025
2022-08-22,Why China Remains the World’s Manufacturer,PODCAST,"A.M. Edition for Aug. 22. The U.S. and other Western countries have spent years trying to decouple their trade ties with China. But data shows that since the start of the pandemic, China’s role as the world’s manufacturer has only grown. WSJ economics reporter Jason Douglas explains why Chinese manufacturing is proving to be so enduring. Luke Vargas hosts.",61.025,0.10398538270890234,0.10896109924435371,59.045
2022-08-22,Australia Considers Blocking Gas Exports,PODCAST,"Authorities in Australia are considering blocking some exports of natural gas overseas to plug shortages at home. Such a cut would further strain global supply, as Australia accounted for a fifth of global liquefied-natural-gas exports last year. Wall Street Journal bureau chief for Australia and New Zealand David Winning joins WSJ What’s News host Luke Vargas with more.",61.025,0.10398538270890234,0.10896109924435371,59.045
2022-08-22,Europe’s Natural-Gas Crunch Sparks Global Battle for Tankers,Markets,Charter rates and prices for new LNG tankers have surged as Europe looks for alternative natural-gas supplies after Russia squeezed flows.,61.025,0.10398538270890234,0.10896109924435371,59.045
2022-08-23,"After Six Months of War in Ukraine, Momentum Tilts Against Russia",World,"Moscow retains a firepower advantage, but Kyiv is starting to take the initiative, while Western support for Ukraine is holding firm despite economic pain.",59.045,-0.03244571896763615,0.10885869588558793,55.828
2022-08-23,U.S. Natural-Gas Prices Hit Shale-Era Highs,Markets,The 14-year highs reached this week by natural-gas futures show the unceasing demand for U.S. shale gas across the Atlantic—and likely point to higher prices ahead.,59.045,-0.03244571896763615,0.10885869588558793,55.828
2022-08-24,Opinion: Russia’s Gas Threat Is a Bluff,Commentary,Its reputation and economy both depend on keeping the Nord Stream pipeline operational.,55.828,-0.05448386823609108,0.10889715709492324,71.012
2022-08-26,TotalEnergies Sells Stake in Russian Gas Field,Europe,The oil giant’s move came after the French government said it would seek to clarify whether the project was helping to produce fuel for Russian military aircraft.,66.559,-0.0627077113727258,0.11020485926864478,71.253
2022-08-26,European Energy Rationing This Winter Is Looking Less Likely,Gas Markets,The economic war with Russia is likely to keep prices high and send growth into reverse but the specter of rationing is fading.,66.559,-0.0627077113727258,0.11020485926864478,71.253
2022-08-29,"Jerome Powell Speaks, Markets Take a Dive",PODCAST,"Did the Federal Reserve Chairman’s speech on Friday finally convince investors that the central bank means what it says about getting inflation back down to 2%? Plus, Europe faces a winter energy crisis, with implications for Ukraine and lessons for America.",71.253,0.07052389609218901,0.11024877632564688,55.871
2022-08-30,Europe Braces for Russia Gas Disruption This Week—and Years of Higher Energy Prices Ahead,Europe,"As the Nord Stream natural-gas pipeline goes down again for maintenance, governments are preparing for the long-term impact of fuel scarcity.",55.871,-0.2158786296717331,0.11113255228929045,59.073
2022-09-01,Europe’s Energy Crisis Threatens Glass Production,Europe,"European businesses as diverse as car makers, bottle manufacturers and skyscraper builders—not to mention artisanal glassblowers—are preparing for a possible glass shortage if the loss of Russian gas throttles production.",49.774,-0.15741540128315812,0.11166075647430383,49.381
2022-09-01,Ukraine Decries TotalEnergies’ Russia Dividend as ‘Blood Money’,Business,Advisers to Ukrainian President Volodymyr Zelensky suggest the French energy company reject the payment or redirect it to Ukrainian war victims.,49.774,-0.15741540128315812,0.11166075647430383,49.381
2022-09-01,"America Could Face Its Own Gas Crisis, or Worsen Europe’s",Heard on the Street,"The summer heat is still lingering in the U.S., but a peek at domestic natural gas prices is a chilling reminder of the kind of price spikes that could surface during the winter.",49.774,-0.15741540128315812,0.11166075647430383,49.381
2022-09-02,Opinion: Russia’s Gazprom Brings an Early Winter to Europe,Review & Outlook,An ‘indefinite’ pipeline shutdown puts further pressure on political leaders to find energy alternatives.,49.381,-0.007895688512074561,0.11162842548450491,62.77
2022-09-08,Rising Energy Costs Force Governments to Spend Big,PODCAST,"A.M. Edition for Sept. 8. Russia has throttled natural-gas exports to Europe, and that has sent prices up. Wall Street Journal reporter Paul Hannon explains what some European governments are doing to soften the blow. Plus, the NFL season begins as teams grow closer to the gambling industry. Luke Vargas hosts.",38.635,-0.19005890861826802,0.11485746355039314,43.531
2022-09-08,Rising Energy Costs Force Governments to Spend Big,PODCAST,"Russia has throttled natural-gas exports to Europe, and that has sent prices up. Wall Street Journal reporter Paul Hannon joins WSJ What’s News host Luke Vargas with more on what some European governments are doing to soften the blow.",38.635,-0.19005890861826802,0.11485746355039314,43.531
2022-09-08,Coal Power Falls as Prices Soar and China Stumbles,World,"Global coal-fired power generation fell by 1.2% during the first half of 2022 from the same period last year, according to a report, as China’s economic slowdown and the impact of Russia’s invasion of Ukraine crimped demand.",38.635,-0.19005890861826802,0.11485746355039314,43.531
2022-09-09,Global Emissions Drop as China Burns Less Coal,PODCAST,"A.M. Edition for Sept. 9. A new report shows global emissions dropped about 1% in the first half of 2022.  Wall Street Journal reporter Sha Hua explains how a slowing Chinese economy and increased use of renewables in the U.S. led to the drop. Plus, the U.K. awaits the first speech from King Charles III. Luke Vargas hosts.",43.531,0.12672447262844577,0.11509743022012865,39.091
2022-09-09,Global Emissions Drop as China Burns Less Coal,PODCAST,A new report shows global emissions dropped about 1% in the first half of 2022. Wall Street Journal reporter Sha Hua joins WSJ What’s News host Luke Vargas to explain how a slowing Chinese economy and increased renewables use in the U.S. led to the drop.,43.531,0.12672447262844577,0.11509743022012865,39.091
2022-09-09,Europe’s Energy Crunch Could Spark Flashbacks to the Eurozone Crisis,Heard on the Street,"EU leaders are scrambling to agree on collective action on energy prices, but a hasty compromise risks unintended consequences once again.",43.531,0.12672447262844577,0.11509743022012865,39.091
2022-09-15,Shell Names New CEO as Longtime Boss Steps Down,Business,"The company said Ben van Beurden would be replaced by Wael Sawan, marking the changing of the guard at one of the world’s biggest oil companies.",46.871,0.11092413073878316,0.11575905908924568,41.722
2022-09-15,Cheniere CFO Aims for Investment-Grade Credit Rating as Natural-Gas Prices Soar,CFO Journal,The liquefied natural gas producer has paid down a portion of its debt as it benefits from surging energy prices. CFO Zach Davis hopes the company’s credit rating will notch higher within a year.,46.871,0.11092413073878316,0.11575905908924568,41.722
2022-09-16,Vladimir Putin’s Energy War With Europe Seems to Falter,Europe,"Russia cut natural-gas supplies to undermine European support for Ukraine, but the economic strategy is struggling.",41.722,-0.10985470760171534,0.11590941175580127,38.186
2022-09-19,U.S. Natural Gas Output Hit a Record High,,,38.186,-0.0847514500743014,0.11604498451144177,38.659
2022-09-21,Loans Are Cheaper Than Bonds for Some Highly Rated Companies,CFO Journal,"Some highly rated companies are turning to term loans instead of bonds for their financing needs, taking advantage of cheaper pricing as banks have been slower to adjust to rising interest rates than the credit markets.",44.813,0.15918673530096483,0.11637063152068723,39.773
2022-09-23,Opinion: Obama Led Germany Into Putin’s Energy Trap,Business World,America’s exciting new president inspired the world to junk carbon taxes in favor of green pork.,38.212,-0.03924773087270261,0.11652312112833275,35.319
2022-09-28,"Oil-Patch Poll: Executives Predict Lower Crude Prices, More Expensive Natural Gas",,,39.572,0.013315579227696439,0.11669115616427345,38.037
2022-09-29,Australia Withdraws Threat of Gas-Export Curbs After Deal With Producers,Business,"Energy companies committed to direct more natural gas to Australian consumers when shortages flare, neutralizing a threat that the government would impose caps on exports to Asia and other major markets.",38.037,-0.03879005357323373,0.11652830730715265,37.412
2022-09-30,Exxon CEO Warns Biden Administration Against Limiting Fuel Exports,Gas Markets,Exxon is arguing against the push to get energy companies to slow overseas shipments and stash more fuel in storage tanks.,37.412,-0.016431369456055944,0.11652717050033073,35.675
2022-10-03,"Iran Cracks Down on Protests, Communications",PODCAST,"A.M. Edition for Oct. 3 Human rights groups say that at least 92 people have been killed in protests against hardline rule in Iran. Government figures are less than half that number. The government has cracked down on access to the internet, so protesters have resorted to simpler, older methods of spreading the word. WSJ reporter Benoit Faucon discusses where the protest movement may be headed. Plus, Chinese energy companies are selling excess natural gas to Europe. Peter Granitz hosts.",35.675,-0.046428953277023455,0.11645996140266351,30.087
2022-10-03,China Is Rerouting U.S. Liquefied Natural Gas to Europe,PODCAST,"Chinese companies that signed long-term contracts to buy U.S. liquefied natural gas are selling the excess and making hundreds of millions of dollars per cargo. Buyers include Europe, Japan and South Korea. WSJ reporter Sha Hua joins WSJ What’s News host Peter Grantiz with more.",35.675,-0.046428953277023455,0.11645996140266351,30.087
2022-10-03,China Is Rerouting U.S. Liquefied Natural Gas to Europe at a Big Profit,Gas Markets,The sluggish economy and high demand in Europe let Chinese energy companies benefit from high global prices.,35.675,-0.046428953277023455,0.11645996140266351,30.087
2022-10-04,"European Natural-Gas Crisis Will Last for Years, Traders Say",,,30.087,-0.1566362999299229,0.11690248063906916,28.875
2022-10-05,High Gas Prices Cloud Asia’s Push for LNG,Asia,"Some emerging Asian countries are slashing imports of liquefied natural gas as competition, especially from Europe, grows for the fuel.",28.875,-0.040283178781533535,0.11692530314311461,32.503
2022-10-05,Russia Resumes Gas Deliveries to Italy,Europe,"Russian gas giant Gazprom and its main Italian buyer, Eni, said a bureaucratic hurdle with Austrian authorities that had blocked supplies since Saturday had been resolved.",28.875,-0.040283178781533535,0.11692530314311461,32.503
2022-10-06,Shell Braces for Profit Hit From Volatile Natural-Gas Prices,Business,"The London-based company said it expects its third-quarter earnings to be hit by lower refining margins along with “significantly lower” profit from trading gas, as a global scramble for energy supplies riles markets.",32.503,0.12564502164502156,0.11689032496192676,27.621
2022-10-06,Shell’s Slip Shows Oil and Gas Prices Aren’t Everything,Heard on the Street,The supermajor’s lower trading profits highlight that energy stocks offer an indirect link to commodity markets.,32.503,0.12564502164502156,0.11689032496192676,27.621
2022-10-07,EU Clash Could Slash Gas Prices,Heard on the Street,The political storm brewing in Europe could have a big impact on global natural-gas prices.,27.621,-0.1502015198597053,0.11432957621543195,26.794
2022-10-11,Federal Officials Trade Stock in Companies Their Agencies Oversee,Capital Assets,"Hidden records show thousands of senior executive branch employees owned shares of companies whose fates were directly affected by their employers’ actions, a Wall Street Journal investigation found.",29.554,0.10300813614988424,0.1119883573530711,28.975
2022-10-12,Looking for Answers to the Global Energy Crisis,PODCAST,"On a new episode of Free Expression, energy expert Daniel Yergin explains to Wall Street Journal Editor at Large Gerry Baker the turbulence in global energy markets, how the Biden administration’s confused policies on energy are undermining America’s energy security and says a rational mix of natural gas, oil, nuclear and renewables offers solutions to our long-term energy needs.",28.975,-0.019591256682682467,0.11186027028862629,30.325
2022-10-14,Higher Heating Bills Poised to Hit Households,Commodities,"Elevated prices for natural gas, heating oil, propane and electricity are colliding with forecasts for slightly colder temperatures.",29.2,-0.03709810387469081,0.11186604217820027,30.272
2022-10-14,Winter’s Approach Raises Stakes in European Energy Crisis,Europe,"Europe’s scramble to wean itself off Russian natural gas faces its first big test in coming weeks, with falling temperatures expected to boost demand amid tight supplies and high prices.",29.2,-0.03709810387469081,0.11186604217820027,30.272
2022-10-17,New England Risks Winter Blackouts as Gas Supplies Tighten,Business,Severe cold spells in the Northeast could reduce the amount of gas available to generate electricity as more of it is burned to heat homes.,30.272,0.03671232876712316,0.11182853114308887,28.654
2022-10-18,Opinion: Get Ready for the Big Chill,Review & Outlook,"The price of heating fuel will soar this winter, thanks to climate policies.",28.654,-0.053448731501057,0.11186820104411163,29.613
2022-10-19,"LNG Freight Rates Hit $450,000 a Day as Russia Disrupts Fuel Supplies",Business,Ships carrying liquefied natural gas command record prices as Asia and Europe spur high demand.,29.613,0.03346827668039376,0.1118764353626183,30.274
2022-10-19,Flooding in Nigeria Uproots Millions and Severs Gas Production,Africa,The flooding has aggravated fuel and food shortages across Africa’s most populous nation and could affect gas exports to Europe.,29.613,0.03346827668039376,0.1118764353626183,30.274
2022-10-19,Opinion: What’s the Return on Biden’s EV Investment?,Letters,"Will the global climate have been improved at all by the improvement of carbon emissions within America? If so, by how much?",29.613,0.03346827668039376,0.1118764353626183,30.274
2022-10-20,Tankers Line Up Off Europe’s Coast Waiting for Gas Prices to Rise Again,Commodities,"Dozens of ships laden with natural gas are floating off the coast of Europe, many of them waiting for berths to unload as the continent races to top up storage ahead of a winter without Russian gas.",30.274,0.022321277817174856,0.11186894389649217,32.659
2022-10-21,Long-Term Deals Help Japan Secure Ample Gas,Gas Markets,"Japan imports nearly all of its natural gas and, despite the worst energy crisis in many years, it isn’t facing shortages or out-of-control prices.",32.659,0.07878047169188074,0.11196372940288482,29.897
