Timestamp,Title,Theme,Summary
2022-08-22,Australia Considers Blocking Gas Exports,PODCAST,"Authorities in Australia are considering blocking some exports of natural gas overseas to plug shortages at home. Such a cut would further strain global supply, as Australia accounted for a fifth of global liquefied-natural-gas exports last year. Wall Street Journal bureau chief for Australia and New Zealand David Winning joins WSJ What’s News host Luke Vargas with more."
2022-08-22,Why China Remains the World’s Manufacturer,PODCAST,"A.M. Edition for Aug. 22. The U.S. and other Western countries have spent years trying to decouple their trade ties with China. But data shows that since the start of the pandemic, China’s role as the world’s manufacturer has only grown. WSJ economics reporter Jason Douglas explains why Chinese manufacturing is proving to be so enduring. Luke Vargas hosts."
2022-08-19,"Russia to Halt Nord Stream Gas Flows to Europe, Citing Pipeline Maintenance",Europe,Unexpected three-day maintenance shutdown later this month on the Nord Stream pipeline fans fears that Russian natural-gas cuts will tip Europe into a recession.
2022-08-19,Europe’s Gas Crunch Will Squeeze BASF,Heard on the Street,"The chemical giant’s German operations use a lot of gas, and dwindling supplies could make for a very costly couple of years."
2022-08-18,"A Top Gas Producer Considers Cutting Exports, but Timing Couldn’t Be Worse",Gas Markets,"Australia could demand some exporters redirect natural gas to domestic buyers, straining global energy supply further."
2022-08-17,"European, U.S. Gas Prices Extend Gains",,
2022-08-17,Santos Approves $2.6 Billion Oil-Field Development in Alaska,Business,The Australian producer said the first phase of the Pikka oil project can bolster energy security as countries look to diversify supply away from Russia after the invasion of Ukraine.
2022-08-16,Heat Wave Intensifies Energy Crisis in Europe,Gas Markets,Natural-gas prices surged to a record and electricity prices rallied as high temperatures spur a bidding war for the fuel.
2022-08-14,Opinion: A Permitting Lesson for Joe Manchin,Review & Outlook,"He wants to speed up energy projects. Europe, of all places, shows how."
2022-08-04,Apollo’s Losses Mount as Investment Red Ink Flows,Pro PE Industry News,Apollo Global Management reported its second-straight quarterly loss with a $2 billion deficit stemming largely from rising interest rates that drove down the value of assets held by the firm’s retirement services operations.
2022-08-04,Glencore Profit Doubles on Energy-Market Volatility,Europe,"The commodities giant said profit more than doubled in the first six months of the year, boosted by significant market volatility stirred up by macroeconomic and geopolitical events—a theme it expects to continue for markets through the rest of 2022."
2022-08-03,Opinion: Winter in Europe May Be Springtime for Putin,Commentary,Russia’s energy war deploys high prices to promote social turmoil and empower populist parties.
2022-08-02,BP Profit Surges on High Energy Prices,Earnings,"The London-based company is the latest oil major to cash in on the highest energy prices in more than a decade, reporting strong second-quarter profit helped by fuel-making margins and oil trading."
2022-08-01,Solving the U.S. Energy Crisis and Lowering Your Bills,PODCAST,"After a decade of cheap, plentiful energy in the U.S., Americans are paying substantially more for everything from gasoline to electricity to natural gas. Wall Street Journal energy reporter Katherine Blunt joins WSJ Your Money Briefing host J.R. Whalen to explain why higher costs could be the new normal, and what’s being done to hold energy costs in check."
2022-08-01,America’s New Energy Crisis,Business,"How did this happen, and what will it take to fix it?"
2022-08-01,Europe’s Energy Crisis Threatens to Slow Green Transition,Europe,"A deepening energy crisis, a global heat wave, soaring prices, supply-chain snarls and worries about the economy are threatening to delay Europe’s longer-term promises to transition to lower-emission energy sources."
2022-08-01,Solving the U.S. Energy Crisis and Lowering Your Bills,PODCAST,"After a decade of cheap, plentiful energy in the U.S., Americans are paying substantially more for everything from gasoline to electricity to natural gas. WSJ energy reporter Katherine Blunt joins  host J.R. Whalen to explain why higher costs could be the new normal, and what’s being done to hold energy costs in check."
2022-07-26,U.S. Natural Gas Futures Touch 14-Year High,,
2022-07-25,Shell Says It Will Proceed With Jackdaw Gas Project,Business,"Company decides to move forward with the development, which has been opposed by environmental groups, and says it could produce more than 6% of expected U.K. North Sea gas by mid-decade."
2022-07-25,Russia to Cut Europe’s Gas Flow via Nord Stream to 20%,World,The move raises new questions about Europe’s ability to sock away enough gas for the winter.
2022-07-25,Why Russia Is Cutting Gas Flows via Nord Stream to Europe and What It Means,Europe,"An overview of the pipeline that connects Russia’s Siberian gas fields with Germany, and the maintenance process at the heart of Europe’s gas dilemma."
2022-07-22,Can U.S. Natural-Gas Producers Meet Rising Demand in Europe?,PODCAST,U.S. exports of liquified natural gas are surging as Russia limits supplies to Europe. But underinvestment during the pandemic and concerns about the climate limit how much American gas producers can offer. The Wall Street Journal’s Benoit Faucon joins WSJ What’s News host Daniella Cheslow to discuss.
2022-07-22,Can U.S. Natural-Gas Producers Meet Rising Demand in Europe?,PODCAST,P.M. Edition for July 22. U.S. exports of liquified natural gas are surging as Russia limits supplies to Europe. But underinvestment during the pandemic and concerns about the climate limit how much American gas producers can offer. The WSJ’s Benoit Faucon joins host Daniella Cheslow to discuss.
2022-07-22,The World Is Thirsty for America’s Natural Gas,Business,A global race among U.S. allies to secure American gas exports is testing the country’s ability to meet fast-growing demand.
2022-07-22,"South Korean Shipbuilder, Workers Reach Deal to End Strike",Asia,Daewoo’s agreement with subcontract workers ended a weekslong strike that had pushed back deliveries of in-demand LNG vessels and triggered roughly $600 million in losses.
2022-07-21,Heat Wave Sends U.S. Natural-Gas Prices Soaring,Commodities,"Some of the hottest weather on record is lifting natural-gas prices, reversing last month’s plunge and reviving a key driver of inflation as power plants guzzle the fuel to keep air conditioners humming."
2022-07-21,Russia Resumes Nord Stream Natural-Gas Supply to Europe,Europe,The restart of the pipeline buys time for governments to decouple from the Kremlin’s exports amid what they expect will be an increasingly unreliable supply of energy heading into the winter.
2022-07-21,Putin’s Gas Game: Toy With Europe’s Supply and Make Its Leaders Squirm,Russia,"The Kremlin is weaponizing energy over Ukraine sanctions, a gambit that carries huge risks for both sides as customers race to lock in alternative sources."
2022-07-20,Natural Gas Remains Putin’s Weapon of Choice,Heard on the Street,Restarting limited natural-gas flows down the Nord Stream pipeline keeps Moscow in the money and markets on edge.
2022-07-20,Green Hydrogen Is Cheaper Than LNG in Europe,Heard on the Street,"Gas prices will fall eventually, but the European energy crisis has permanently improved prospects for the clean-burning fuel."
2022-07-19,Russian Gas Supplies to Europe Aren’t Expected to Restart,Europe,Europe is working on contingency plans for the possibility that the Nord Stream pipeline won’t return to operation.
2022-07-18,"Looming Gas Crunch Poses ‘Historic Test’ for Europe, IEA Says",Gas Markets,"European nations are rushing to rapidly refill gas storage tanks before the winter heating season sets in. But they face a possibility that Russia will choose to completely cut off its gas supply, said the International Energy Agency’s head."
2022-07-17,Opinion: The West’s Climate Policy Debacle,Review & Outlook,Utopian energy dreams are doing great economic and security damage.
2022-07-14,Global Natural-Gas Markets Are Getting Scared,Heard on the Street,"LNG spot market prices have shot up in recent weeks, but could have much further to go if Russia closes its pipeline to Germany."
2022-07-11,Investors Dump Bonds of Chinese Banks That Lent Heavily to Russia,Markets,"For years, foreigners loaded up on debt from Chinese state-owned lenders known as policy banks, but Russia’s invasion of Ukraine has prompted a rethink of those investments."
2022-07-07,"Europe Scoops Up LNG, Choking Off Power Supplies in Poorer Nations",U.S.,"The war in Ukraine is depriving far-away developing countries of electricity, as the world’s supply of liquefied natural gas used to produce power is swallowed up by European nations as an alternative to Russian gas."
2022-07-06,Opinion: The Global Search for Energy Security,Commentary,"As inflation soars, the West is finally getting serious about a goal it abandoned years ago."
2022-07-04,Coal Makes a Comeback as the World Thirsts for Energy,Business,"Tight supplies of commodities following Russia’s war in Ukraine lead countries back to the dirtiest fossil fuel, despite commitments to tackle climate change."
2022-07-01,"Russian Missiles Kill 21 in Residential Area in Odessa Region, Ukraine Says",World,"The overnight attack, the latest in a surge of Russian strikes, occurred hours after the conclusion of a NATO summit where President Biden promised to support Ukraine “for as long as it takes.”"
2022-07-01,New U.S. Guided Rockets Strengthen Ukraine’s Hand,World,Ukrainian officers say the Himars batteries are already shifting the balance of power in the artillery duel being fought with Russian forces in the Donbas region.
2022-07-01,Russia Takes Control of International LNG Project,Business,The move is one of the most drastic responses by the Kremlin so far to the flight of Western companies from Russia in the wake of the country’s invasion of Ukraine.
2022-07-01,Wild First Half in Markets Sets Stage for More Big Moves,Markets,Charts size up what might lie ahead for businesses and the economy.
2022-06-29,Gas Prices Test American Appetite for New Cold War With Russia,Capital Account,"Russia is waging two wars right now: a hot war with Ukraine whose costs are measured in death and destruction, and a cold war with the West whose costs are measured in economic hardship and inflation."
2022-06-25,Europe’s Search for Natural Gas Runs Up Against Climate Goals,World,Efforts to replace Russian natural gas have set in motion plans for new production and infrastructure world-wide that critics say risk throwing the world off track in meeting the Paris accord’s climate targets.
2022-06-23,Opinion: Coal Energy Rides to Germany’s Rescue,Review & Outlook,"Berlin braces for a cutoff of Russian gas, but the nuclear power taboo remains."
2022-06-23,Europe Prepares to Go Cold Turkey on Russian Gas,Heard on the Street,The odds of Russia cutting off Europe’s gas have changed dramatically. Europe’s energy options haven’t.
2022-06-23,U.S. Natural Gas Sales to China Dry Up,China,"In a redirection of flows because of the Ukraine war, America is selling more to Europe, while Russia is becoming more dependent on sales to China."
2022-06-22,Dallas Cowboys Owner Scores on Billion-Dollar Natural-Gas Gambit,Gas Markets,"Jerry Jones bought control of Comstock Resources at the depths of the gas bust, and now his stake is worth more than twice what he paid."
2022-06-21,Could High Gasoline Prices Decide the Midterms?,PODCAST,"A.M. Edition for June 21. In Virginia Beach, Va.—like many communities across the U.S.—high gasoline prices are causing sticker shock at the pump and constraining family budgets. WSJ audio reporter Daniella Cheslow visited the political battleground to learn how the issue could also sway opinions ahead of this year’s closely watched midterm election. Luke Vargas hosts."
2022-06-21,U.S. Natural-Gas Exporter Completes First Deal With German Buyer,Business,"Venture Global struck the first binding deals by a U.S. natural-gas exporter to supply a German company, as Europe turns to America to help replace supplies from Russia."
2022-06-20,Less Russian Gas Puts Europe’s Winter Fuel Supply in Jeopardy,World,Russia’s throttling of natural gas to Europe is endangering the continent’s race to sock away enough fuel to ride out next winter.
2022-06-17,Russia Steps Up Pressure on European Gas Supplies,Europe Economy,A further reduction in the supply of natural gas to Europe’s biggest economies is raising concerns of a fuel shortage this winter.
2022-06-16,"Russia Slashes Gas Flows, Aiming Economic Weapon at Europe",Europe,Moscow’s move to slash natural-gas exports to Europe has pitched the continent’s energy crisis into a dangerous new phase.
2022-06-16,Central Bankers Could Derail the Rally in Oil and Gas,Heard on the Street,"Supply problems are feeding expectations that commodity prices will go higher, but rising interest rates are an important counterweight."
2022-06-16,High U.S. Fuel Exports Are Contributing to $5-a-Gallon Gas,Gas Markets,"A rapid rise in American fuel exports this year has helped push gasoline prices to a record $5 a gallon and is pressuring U.S. prices of natural gas, which hit the highest levels in over a decade earlier this month."
2022-06-15,European Natural-Gas Prices Jump as Russia Cuts Supplies Again,Commodities,"Europe’s options for filling its natural-gas stores to avoid a winter energy crisis are narrowing as flows from Russia decrease and U.S. shipments are poised to stall, sending gas prices higher."
2022-06-15,EU Moves to Wean Itself off Russian Natural Gas With Deal,Middle East,The European Union’s agreement with Israel and Egypt to boost shipments taps into the natural-gas riches of the eastern Mediterranean as it races to secure alternatives to Russian energy.
2022-06-15,Natural Gas Could Start to Melt United Front Against Russia,Heard on the Street,"With storage levels low and geopolitical risks running high, it isn’t taking much for natural-gas prices to swing wildly."
2022-06-14,BP Bets Big on Giant ‘Green Hydrogen’ Project in Australia,Business,"The oil major is taking the lead on one of the world’s biggest projects to produce the alternative fuel, which is in growing demand due to climate change but remains uneconomical."
2022-06-14,Natural-Gas Prices Plunge After Extended Outage at Texas LNG Facility,Markets,One of the biggest U.S. LNG exporters said fire damage will prevent it from returning to full capacity until late this year.
2022-06-13,LNG Prices Will Steam Up Again,Heard on the Street,Prices of the fuel have mostly trended lower since hitting highs this past spring. But that is unlikely to last in a fragile market.
2022-06-13,France’s Total Joins Qatar as First Foreign Partner in $30 Billion LNG Project,Business,"Qatar tapped French oil giant TotalEnergies as its first foreign partner in a $30 billion liquefied natural gas project, as the Persian Gulf emirate pledges to help Europe secure new supplies of gas as it weans itself off Russian energy."
2022-06-13,"Without Cheap Russian Energy, Some European Factories Must Close",Europe,"Industrial energy costs are soaring in the wake of Russia’s war on Ukraine, hobbling European manufacturers’ ability to compete in the global marketplace."
2022-06-12,Opinion: Richard Glick’s White House Chats,Review & Outlook,The Federal Energy Regulatory Commission chairman had regular confabs with the climate adviser.
2022-06-09,Opinion: How the U.S. Turned the Tables on OPEC,Commentary,"Our energy dominance came from innovation, pro-supply policies, and private investment."
2022-06-09,Natural-Gas Prices Swing After Fire in Texas and New Inventory Data,Gas Markets,"Prices were buoyed by data showing little progress has been made in boosting domestic gas inventories, after a sharp decline that followed a fire at a Texas fuel-export facility."
2022-06-08,Stocks Slip Amid Concerns of an Economic Slowdown,U.S. Markets,U.S. stocks fell as investors parsed an ambivalent outlook for the global economy and awaited key data about inflation.
2022-06-08,Japan Halts Loans to Russian Gas-Export Plant,Business,A $21 billion natural-gas export plant under construction in Siberia suffered another setback when a Japanese government-owned bank said it has suspended loans to the project.
2022-06-03,The End of Energy Free Trade,Economy,"Welcome to a new era in oil and gas, prompted by Western sanctions against Russia, that gives geopolitics an edge over market forces."
2022-05-26,Natural Gas Surges as Cooling Season Switches On,Gas Markets,"The fuel has tripled over the past year to the highest level since 2008, which was before frackers flooded the market with shale gas."
2022-05-26,Europe’s Quest for Alternatives to Russian Gas Hits Obstacles,World,"Europe is hitting roadblocks as it tries to replace Russian gas in the Middle East and North Africa, as talks with big producers like Qatar, Algeria and Libya have become complicated."
2022-05-25,"Ukraine War Threatens Transition to Cleaner Energy, Leaders Warn at Davos",World,"While fossil fuel investments may be needed as Europe seeks to reduce Russian supplies, longer investments could derail climate goals, some say."
2022-05-25,New U.S. Gas-Export Plant Gets Green Light as Europe Thirsts for LNG,Business,"Natural-gas exporter Venture Global LNG said it would build a new, multibillion-dollar liquefied natural gas export facility in Louisiana, as demand for U.S. gas exports surges in Europe following Russia’s invasion of Ukraine."
2022-05-17,How Germany Is Racing to Sever Dependence on Russian Energy,World,Europe’s largest economy is scrambling to find new suppliers and invest billions in infrastructure to reverse decades of policy in weeks; business leaders warn of a financial crisis from higher energy prices.
2022-05-13,Europe’s Gas Market Is Still Counting on Russian Supplies,Heard on the Street,"Russia has reliably provided gas to Western Europe for decades, but the risk of a cutoff keeps rising."
2022-05-12,Russian Tanker Giant in Deals to Sell Ships Amid Western Sanctions,World,"Buyers in Middle East and Asia, including Koban Shipping and Eastern Pacific Shipping, have agreed to acquire vessels to haul crude oil and natural gas."
2022-05-11,Ukraine Reduced Russian Gas Flowing to Europe Through Key Pipeline,Markets,"Ukraine reduced flows of Russian natural gas through its territory to Europe, introducing a new threat to the energy security of a continent already racing to sever its dependence on Russian fossil fuels."
2022-05-09,Activist Investor Third Point Continues Push for Shell to Restructure,Business,The hedge fund has told clients it has added to its profitable position in the energy giant.
2022-05-05,Shell Takes $3.9 Billion Charge Related to Russia Exit,Earnings,The oil major is the latest energy giant to document a financial hit from exiting the country following its invasion of Ukraine.
2022-05-04,EU Proposes Ban on Russian Oil Imports,Europe,The European Union proposed a ban on Russian crude within six months and is set to impose sanctions on Russian military officials accused of war crimes.
2022-05-04,Germany’s Difficult Breakup with Russian Energy,PODCAST,"The European Union announced a proposal to ban purchases of Russian oil exports, after Germany, Europe’s biggest economy, dropped its opposition. WSJ’s Bojan Pancevski explains why Germany was such a holdout. Further Reading: -EU Proposes Ban on Russian Oil Imports, Sending Prices Higher -Germany Drops Opposition to Embargo on Russian Oil Further Listening: -If Russia Invades Ukraine, Can the U.S. Deliver on Sanctions?"
2022-05-04,Europe Scrambles for Energy Before Cutting Itself Off From Russia,Gas Markets,"The region is racing to stock up on oil and natural gas before tighter sanctions are imposed on Russian energy, amid a dash to reorganize global energy supplies."
2022-05-03,BP Takes $25.5 Billion Hit From Russia Exit,Earnings,"The U.K. energy company’s accounting charge was related to its decision to exit its Russia holdings, including its stake in Rosneft, and is by far the biggest financial hit tallied by companies pulling back from the country."
2022-05-02,Japan Pushes Ahead With Plan to Add Russian Gas Imports,Business,The CEO of trading and investment company Mitsui says the “world’s energy balance will collapse” unless a Siberia natural-gas project goes forward.
2022-05-01,Opinion: The West Has a Crucial Ally in Qatar,Commentary,"With America’s help, the country’s natural-gas reserves can wean Europe from Russian energy."
2022-04-29,U.S. Gas Producers Under Pressure as Russia Cuts Off Supplies in Europe,VIDEO,"As Europe races to wean itself off Russian energy, American natural-gas producers are struggling to meet the demand and prices are rising. Factors including extreme weather and equipment needs have created a bottleneck amid the war in Ukraine. Illustration: Laura Kammermann and Sharon Shi"
2022-04-28,"As Europe Thirsts for Natural Gas, U.S., EU Signal Support for Long-Term Deals",Finance,"With Russia moving to pinch natural gas supplies to parts of Europe, U.S. and European Union officials are indicating that they are more open to longer-term deals to ship American fuel across the Atlantic."
2022-04-28,Natural-Gas Producers: In Thin Air,Heard on the Street,"Geopolitical risks are pushing natural-gas prices, and producer stocks, to the stratosphere."
2022-04-27,Opinion: Russia’s Energy Extortion of Poland and Bulgaria,Review & Outlook,"With more U.S. help for Europe, the ploy could boomerang on Vladimir Putin."
2022-04-27,France’s Total Takes $4.1 Billion Charge Owing to Russia Sanctions,Europe,The energy giant said Western sanctions would affect an Arctic natural-gas project that had been expected to launch in 2023.
2022-04-27,Russian Supply Concerns Drive Natural-Gas Prices Higher,Gas Markets,The stoppage of Russian exports to Poland and Bulgaria stirs investors’ anxieties about further global supply strains
2022-04-27,Vladimir Putin Cuts Off Gas to Two NATO Allies,PODCAST,"As Putin halts natural gas supplies to Poland and Bulgaria, Europe needs to move fast to end its reliance on Russian fossil fuels. American frackers could potentially fill Europe's energy gap, but President Biden and Congress need to act if they want to increase U.S. exports anytime soon. Plus, Germany finally provides some heavy weapons to Ukraine, while a Russian general exposes Putin's larger military ambitions."
2022-04-27,Russian Gas Stoppages Spur Europe’s Race for Energy Supplies,Commodities,"European officials denounced Russia’s move to halt gas to Poland and Bulgaria, which threatens the continent’s energy supply."
2022-04-23,Sanctions Strand Russia-Bound Luxury Cars,Europe,Thousands of vehicles are stuck at a Belgium port as customs officials navigate what can be shipped to Russia. ‘It will take months to clear.’
2022-04-22,Opinion: Fossil Fuels’ Forthright Defender,The Weekend Interview,"When Elizabeth Warren denounced energy CEOs, Toby Rice, the head of the largest U.S. natural gas producer wasn’t about to roll over."
2022-04-12,"Chaotic Trading in Energy, Metals and Food Spills Into Real World",Commodities,"Wild swings in commodity futures markets complicate business for those who use raw materials and filter into higher prices for consumers. Traders are stepping away from the risky market, creating even more volatility."
2022-04-10,Europe Debates How to Cut Purchases of Russian Oil,Europe,European Union officials are seeking to make oil the focus of the bloc’s next set of economic measures against Russia over its invasion of Ukraine.
2022-04-08,Opinion: Between a Russian Czar and a Western Double Standard,Letters,Can Putin be appeased?
2022-04-07,"Frontline, Euronav Merge to Create Tanker Giant in $4.2 Billion Stock Deal",Business,"Two of shipping’s biggest names agreed to merge, in a move that would create one of the world’s biggest tanker owners."
2022-04-07,Shell Warns of Up to $5 Billion Hit From Russia Exit,Business,The first-quarter accounting charges follow the oil major’s decision to sever ties with Russia in response to the invasion of Ukraine.
2022-04-04,Ukraine War Drives Countries to Embrace Renewable Energy—but Not Yet,World,"Many nations are speeding up plans to transition to green energy, such as wind and solar power, in their quest to replace Russian supplies. In the near term, they’re leaning even more on oil, gas and coal."
2022-04-04,Tailwater Capital’s Herring Sees Promise in ‘Gasification’ of the Economy,Pro PE Industry News,The private-equity firm is betting natural gas will become increasingly important for facilitating the transition to clean-energy sources
2022-04-01,Asian Liquefied Natural Gas Demand Is Cooling Fast,Heard on the Street,Skyrocketing natural gas prices driven by Europe are already showing signs of damaging what had been the crucial growth market for LNG: Asia.
2022-03-30,Stocks Decline as Oil Prices Rise,U.S. Markets,"U.S. share benchmarks fell and oil prices climbed, as concerns about the war in Ukraine and rising commodity prices continued to weigh on investors."
2022-03-30,The LNG Export Boom is Draining U.S. Natural-Gas Supplies and Lifting Prices,Commodities,Overseas shipments of shale gas are replacing Russian supplies in Europe and boosting prices at home.
2022-03-30,Germany Braces for Less Gas as Russia Demands Ruble Payments,World,Germany’s economy minister said Berlin triggered the early-warning stage of a contingency plan to insulate the country against any possible reduction in Russian gas deliveries.
2022-03-30,How High Energy Prices Could Help Both the Climate and the U.S.,Capital Account,"With Russian output shut in, U.S. producers could gain market share even as the world hastens the shift to renewables."
2022-03-30,Europe Woos Qatar for an Alternative to Russian Gas,World,The Persian Gulf kingdom is emerging as one of the most attractive options in Europe‘s search for new sources of natural gas to replace Russian imports.
2022-03-26,Natural-Gas Industry Gets Boost as Biden Shifts Stance,Gas Markets,"President Biden’s pledge to increase U.S. liquefied natural-gas exports to Europe marks a further retreat from his hard-line stance against fossil fuels, sending industry share prices surging."
2022-03-25,Opinion: Biden’s Great Energy and Climate Contradiction,Review & Outlook,He wants more gas for Europe from U.S. companies he wants to put out of business.
2022-03-25,"Joe Biden Welcomes 100,000 Ukrainian Refugees",PODCAST,"While in Europe for an emergency meeting of NATO and a trip to Poland, Joe Biden announces that the U.S. will accept 100,000 Ukrainian refugees. He also promises more U.S. natural gas for our European allies, but will his policies match his rhetoric? Plus, the panel answers a listener's question about whether the United Nations has a role to play in ending Russia's invasion."
2022-03-25,U.S. to Boost Gas Deliveries to Europe Amid Scramble for New Supplies,Europe,The U.S. is ramping up shipments of liquefied natural gas to Europe this year as the continent hunts for new supplies around the globe to phase out its reliance on Russian energy after the invasion of Ukraine.
2022-03-25,Europe’s Energy Woes Are Rerouting Global LNG Flows,Heard on the Street,European customers are just beginning to replace Russian pipeline gas with liquefied natural gas from the U.S.
2022-03-23,Many Businesses Are Quitting Russia. Big French Firms Are Staying Put.,World,"Some of France’s largest companies, including Renault, Societe Generale and TotalEnergies, are maintaining ties in Russia after its invasion of Ukraine."
2022-03-21,Cash Crunch Drives Wild Moves in Commodities,Markets,"Commodity traders are being hit by huge cash requests from banks and exchanges, propelling whipsaw moves in markets and hindering the movement of materials beyond Russia and Ukraine."
2022-03-21,Opinion: There’s Still Much More Sanctions Can Do to Help Ukraine,Commentary,Russia takes in up to $7 billion a week from energy exports. Sever Putin’s revenue stream.
2022-03-18,How the West Can Win a Global Power Struggle,The Saturday Essay,"In an economic Cold War pitting China and Russia against the U.S. and its allies, one side holds most of the advantages. It just has to use them."
2022-03-17,How Ukraine Is Changing the Politics of Energy and Climate Change,PODCAST,Rising gasoline prices and Russia's invasion mean that energy security and costs matter more than climate policies.
2022-03-14,The High Cost of Europe’s Energy Security,Heard on the Street,"The European Union is expected to release another round of sanctions this week covering industries such as steel and luxury goods, but the kind of bans on Russian energy introduced by the U.S. and U.K. aren’t on the table."
2022-03-13,How Europe Hopes to Wean Itself From Russian Natural Gas,Gas Markets,Europe has managed to divert some U.S. liquefied natural gas shipments to its ports. But EU countries will likely need to sign longer-term contracts to lock in demand.
2022-03-12,"For Some Countries, Economic Ripples of Ukraine War Bring Windfall",Europe,"Those rich in oil and gas and other commodities are expected to get a boost from soaring prices, though inflation will sting consumers and weigh on global growth."
2022-03-11,Opinion: Why U.S. Oil and Gas Stays Stuck in the Ground,Letters,‘I have seen shale drilling make oil but lose billions of dollars.’
2022-03-07,Replacing Russian Gas in Europe Will Require State Planning,Heard on the Street,"Europe’s latest energy plan, expected out this week, will likely cover a host of actions, from energy efficiency measures in transport, machines and buildings, to hydrogen and possibly even hydropower and marine energy."
2022-03-06,Opinion: Hitting Putin Where It Hurts by Sanctioning Russia’s Oil Exports,Review & Outlook,A mere U.S. ban on Russian oil imports is a distraction from the real issue.
2022-03-05,Europe Fears It Could Be Too Late to Shake Off Russian Gas Addiction,Oil Markets,A decadeslong reliance on Moscow’s energy has left Europe unprepared if the taps are turned off.
2022-03-03,Opinion: The Cost of Neglecting the Middle East,Global View,The war in Ukraine reveals the folly of taking old American allies for granted.
2022-03-02,Opinion: Maybe Germany Had Reason to Prefer Russian Energy,Letters,U.S. natural-gas suppliers are great—until Democrats pull the rug out from under them.
2022-03-01,Opinion: A Lesson in Energy Masochism,Review & Outlook,Here’s how Europe made itself vulnerable to Putin’s gas blackmail.
2022-03-01,Opinion: Jonesing to Give Up Russian Oil,Review & Outlook,"Hawaii imports Moscow crude, and the Jones Act is one bad reason why."
2022-03-01,Western Companies Pull Out of Russia,PODCAST,Large western businesses are continuing to cut ties with Russia following its invasion of Ukraine. Wall Street Journal markets reporter Anna Hirtenstein tells WSJ What’s News host Luke Vargas it’s all part of a broader trend of Western businesses facing moral and political pressure to sever their ties with Russia.
2022-03-01,Russian Forces Target Ukrainian Civilians,PODCAST,"A.M. Edition for March 1. Russia intensifies its war in Ukraine, pummeling civilian centers and setting the stage for a major assault on the capital, Kyiv. WSJ national-security reporter Brett Forrest is in Lviv in western Ukraine and he says we may be seeing a regression to more traditional tactics from Moscow, as Russian forces struggle with fierce Ukrainian resistance. Luke Vargas hosts."
2022-02-28,Opinion: Germany’s Climate Left Gets Serious,Review & Outlook,Greens in Berlin start to make responsible energy trade-offs. Is President Biden listening?
2022-02-28,Consolidation Drives Private Equity’s Haynesville Shale Exits,Pro PE Commentary Analysis,A consolidation push among U.S. oil-and-gas producers is creating opportunities for private-equity firms to sell energy companies after years of slow exit activity in the industry—a trend that has been particularly visible among businesses operating in the gas-rich Haynesville Shale region in the South.
2022-02-28,Energy Sanctions Are a Weapon Putin Would Understand,Heard on the Street,"Sanctions on Russia announced since it invaded Ukraine have been designed to exclude commodity imports. President Biden and his allies fear the impact of comprehensive sanctions on resource markets and their economies, particularly in Europe where gas supplies are already tight."
2022-02-27,"As War Reshapes Europe, Germany Pivots on Defense, Aid",Europe,"Chancellor’s shake-up of a German foreign policy that has long relied on trade and diplomatic dialogue, while playing down the need for military strength, shows how Vladimir Putin’s war on Ukraine is sending shock waves throughout Europe."
2022-02-27,Russia Sends Natural-Gas Tankers to Kaliningrad Outpost,World,Stationing LNG ships in the Baltic amid Ukraine fighting indicates Moscow is poised for wider disruption to European energy supplies.
2022-02-27,Germany to Raise Defense Spending Above 2% of GDP,Europe,"The nation will boost defense spending and create a strategic natural-gas reserve, Chancellor Olaf Scholz said, marking a significant shift in reaction to Russia’s war in Ukraine."
2022-02-27,"Opinion: Energy, Russia and American Power",Review & Outlook,"Biden’s war on fossil fuels helps Putin, as the Ukraine crisis shows."
2022-02-26,Russia’s Energy Dominance Ties West’s Hands in Ukraine War,Europe,"Europe gets about 40% of its natural-gas imports from Russia, making it hard to sanction a sector that is a vital source of revenue for Moscow."
2022-02-25,Opinion: American LNG Is a Strategic and Green Asset,Letters,Why do we strengthen Russia’s hydrocarbon industry by restricting our own?
2022-02-25,Ukraine War Challenges European Energy Supplies,PODCAST,Sanctions against Russia announced by the EU crucially did not cover the import of Russian natural gas. Wall Street Journal reporter Joe Wallace joins WSJ What’s News host Luke Vargas to discuss the EU’s dependency on Russian energy.
2022-02-25,Russian Forces Close In on Kyiv as Bombing Intensifies,PODCAST,A.M. Edition for Feb. 25. NATO and European leaders are responding to Russia’s invasion of Ukraine with further sanctions and the bolstering of Eastern European defense flanks. WSJ editor Dan Michaels says the war has strengthened European unity. But one area where leaders don’t agree is how to wean Europe off its dependence on Russian energy supplies. WSJ’s Joe Wallace explains the possible options and what this war means for the commodities market. Luke Vargas hosts.
2022-02-24,"As Ukraine Burns, Europe’s Energy Options Look Limited",Heard on the Street,"Europe will be able to manage a disruption to natural-gas flow through Ukraine. If Russia starts cutting off natural gas altogether, though, there isn’t a whole lot the world can do to help."
2022-02-24,Russian Invasion Scrambles Prospects for Global Economy,Economy,"The attack on Ukraine heaps fresh risks on a global economy struggling with soaring inflation, supply-chain snarls and a rocky recovery from the pandemic."
2022-02-24,Russia Attack on Ukraine Threatens European Gas Supplies,Gas Markets,Natural-gas prices rose around the world as Russia’s new military push against Ukraine poses another threat to Europe’s already tenuous supply of natural gas.
2022-02-23,"Ukraine Crisis Kicks Off New Superpower Struggle Among U.S., Russia and China",World,Beijing and Moscow now hold a stronger hand in confronting the West than during the Cold War.
