Timestamp,Title,Theme,Summary
"September 28, 2022 01:00 pm ET","Oil-Patch Poll: Executives Predict Lower Crude Prices, More Expensive Natural Gas",N/A,N/A
"September 23, 2022 05:16 pm ET",Opinion: Obama Led Germany Into Putin’s Energy Trap,Business World,America’s exciting new president inspired the world to junk carbon taxes in favor of green pork.
"September 21, 2022 05:18 pm ET",Loans Are Cheaper Than Bonds for Some Highly Rated Companies,CFO Journal,"Some highly rated companies are turning to term loans instead of bonds for their financing needs, taking advantage of cheaper pricing as banks have been slower to adjust to rising interest rates than the credit markets."
"September 19, 2022 03:00 pm ET",U.S. Natural Gas Output Hit a Record High,N/A,N/A
"September 18, 2022 02:28 pm ET",Vladimir Putin’s Energy War With Europe Seems to Falter,Europe,"Russia cut natural-gas supplies to undermine European support for Ukraine, but the economic strategy is struggling."
"September 15, 2022 04:30 pm ET",Cheniere CFO Aims for Investment-Grade Credit Rating as Natural-Gas Prices Soar,CFO Journal,The liquefied natural gas producer has paid down a portion of its debt as it benefits from surging energy prices. CFO Zach Davis hopes the company’s credit rating will notch higher within a year.
"September 15, 2022 06:41 am ET",Shell Names New CEO as Longtime Boss Steps Down,Business,"The company said Ben van Beurden would be replaced by Wael Sawan, marking the changing of the guard at one of the world’s biggest oil companies."
"September 9, 2022 05:04 pm ET",Europe’s Energy Crunch Could Spark Flashbacks to the Eurozone Crisis,Heard on the Street,"EU leaders are scrambling to agree on collective action on energy prices, but a hasty compromise risks unintended consequences once again."
"September 9, 2022 11:31 am ET",Global Emissions Drop as China Burns Less Coal,PODCAST,A new report shows global emissions dropped about 1% in the first half of 2022. Wall Street Journal reporter Sha Hua joins WSJ What’s News host Luke Vargas to explain how a slowing Chinese economy and increased renewables use in the U.S. led to the drop.
"September 9, 2022 06:00 am ET",Global Emissions Drop as China Burns Less Coal,PODCAST,"A.M. Edition for Sept. 9. A new report shows global emissions dropped about 1% in the first half of 2022.  Wall Street Journal reporter Sha Hua explains how a slowing Chinese economy and increased use of renewables in the U.S. led to the drop. Plus, the U.K. awaits the first speech from King Charles III. Luke Vargas hosts."
"September 8, 2022 01:05 pm ET",Coal Power Falls as Prices Soar and China Stumbles,World,"Global coal-fired power generation fell by 1.2% during the first half of 2022 from the same period last year, according to a report, as China’s economic slowdown and the impact of Russia’s invasion of Ukraine crimped demand."
"September 8, 2022 09:11 am ET",Rising Energy Costs Force Governments to Spend Big,PODCAST,"Russia has throttled natural-gas exports to Europe, and that has sent prices up. Wall Street Journal reporter Paul Hannon joins WSJ What’s News host Luke Vargas with more on what some European governments are doing to soften the blow."
"September 8, 2022 05:54 am ET",Rising Energy Costs Force Governments to Spend Big,PODCAST,"A.M. Edition for Sept. 8. Russia has throttled natural-gas exports to Europe, and that has sent prices up. Wall Street Journal reporter Paul Hannon explains what some European governments are doing to soften the blow. Plus, the NFL season begins as teams grow closer to the gambling industry. Luke Vargas hosts."
"September 2, 2022 06:27 pm ET",Opinion: Russia’s Gazprom Brings an Early Winter to Europe,Review & Outlook,An ‘indefinite’ pipeline shutdown puts further pressure on political leaders to find energy alternatives.
"September 1, 2022 01:15 pm ET","America Could Face Its Own Gas Crisis, or Worsen Europe’s",Heard on the Street,"The summer heat is still lingering in the U.S., but a peek at domestic natural gas prices is a chilling reminder of the kind of price spikes that could surface during the winter."
"September 1, 2022 12:20 pm ET",Ukraine Decries TotalEnergies’ Russia Dividend as ‘Blood Money’,Business,Advisers to Ukrainian President Volodymyr Zelensky suggest the French energy company reject the payment or redirect it to Ukrainian war victims.
"September 1, 2022 11:11 am ET",Europe’s Energy Crisis Threatens Glass Production,Europe,"European businesses as diverse as car makers, bottle manufacturers and skyscraper builders—not to mention artisanal glassblowers—are preparing for a possible glass shortage if the loss of Russian gas throttles production."
"August 30, 2022 10:14 am ET",Europe Braces for Russia Gas Disruption This Week—and Years of Higher Energy Prices Ahead,Europe,"As the Nord Stream natural-gas pipeline goes down again for maintenance, governments are preparing for the long-term impact of fuel scarcity."
"August 29, 2022 03:14 pm ET","Jerome Powell Speaks, Markets Take a Dive",PODCAST,"Did the Federal Reserve Chairman’s speech on Friday finally convince investors that the central bank means what it says about getting inflation back down to 2%? Plus, Europe faces a winter energy crisis, with implications for Ukraine and lessons for America."
"August 26, 2022 02:05 pm ET",European Energy Rationing This Winter Is Looking Less Likely,Gas Markets,The economic war with Russia is likely to keep prices high and send growth into reverse but the specter of rationing is fading.
"August 26, 2022 12:02 pm ET",TotalEnergies Sells Stake in Russian Gas Field,Europe,The oil giant’s move came after the French government said it would seek to clarify whether the project was helping to produce fuel for Russian military aircraft.
"August 24, 2022 01:33 pm ET",Opinion: Russia’s Gas Threat Is a Bluff,Commentary,Its reputation and economy both depend on keeping the Nord Stream pipeline operational.
"August 23, 2022 03:23 pm ET",U.S. Natural-Gas Prices Hit Shale-Era Highs,Markets,The 14-year highs reached this week by natural-gas futures show the unceasing demand for U.S. shale gas across the Atlantic—and likely point to higher prices ahead.
"August 23, 2022 05:30 am ET","After Six Months of War in Ukraine, Momentum Tilts Against Russia",World,"Moscow retains a firepower advantage, but Kyiv is starting to take the initiative, while Western support for Ukraine is holding firm despite economic pain."
"August 22, 2022 03:48 pm ET",Europe’s Natural-Gas Crunch Sparks Global Battle for Tankers,Markets,Charter rates and prices for new LNG tankers have surged as Europe looks for alternative natural-gas supplies after Russia squeezed flows.
"August 22, 2022 08:45 am ET",Australia Considers Blocking Gas Exports,PODCAST,"Authorities in Australia are considering blocking some exports of natural gas overseas to plug shortages at home. Such a cut would further strain global supply, as Australia accounted for a fifth of global liquefied-natural-gas exports last year. Wall Street Journal bureau chief for Australia and New Zealand David Winning joins WSJ What’s News host Luke Vargas with more."
"August 22, 2022 05:52 am ET",Why China Remains the World’s Manufacturer,PODCAST,"A.M. Edition for Aug. 22. The U.S. and other Western countries have spent years trying to decouple their trade ties with China. But data shows that since the start of the pandemic, China’s role as the world’s manufacturer has only grown. WSJ economics reporter Jason Douglas explains why Chinese manufacturing is proving to be so enduring. Luke Vargas hosts."
"August 19, 2022 05:38 pm ET","Russia to Halt Nord Stream Gas Flows to Europe, Citing Pipeline Maintenance",Europe,Unexpected three-day maintenance shutdown later this month on the Nord Stream pipeline fans fears that Russian natural-gas cuts will tip Europe into a recession.
"August 19, 2022 06:32 am ET",Europe’s Gas Crunch Will Squeeze BASF,Heard on the Street,"The chemical giant’s German operations use a lot of gas, and dwindling supplies could make for a very costly couple of years."
"August 18, 2022 05:03 am ET","A Top Gas Producer Considers Cutting Exports, but Timing Couldn’t Be Worse",Gas Markets,"Australia could demand some exporters redirect natural gas to domestic buyers, straining global energy supply further."
"August 17, 2022 07:00 am ET","European, U.S. Gas Prices Extend Gains",N/A,N/A
"August 17, 2022 02:32 am ET",Santos Approves $2.6 Billion Oil-Field Development in Alaska,Business,The Australian producer said the first phase of the Pikka oil project can bolster energy security as countries look to diversify supply away from Russia after the invasion of Ukraine.
"August 16, 2022 04:04 pm ET",Heat Wave Intensifies Energy Crisis in Europe,Gas Markets,Natural-gas prices surged to a record and electricity prices rallied as high temperatures spur a bidding war for the fuel.
"August 14, 2022 03:37 pm ET",Opinion: A Permitting Lesson for Joe Manchin,Review & Outlook,"He wants to speed up energy projects. Europe, of all places, shows how."
"August 4, 2022 03:28 pm ET",Apollo’s Losses Mount as Investment Red Ink Flows,Pro PE Industry News,Apollo Global Management reported its second-straight quarterly loss with a $2 billion deficit stemming largely from rising interest rates that drove down the value of assets held by the firm’s retirement services operations.
"August 4, 2022 06:14 am ET",Glencore Profit Doubles on Energy-Market Volatility,Europe,"The commodities giant said profit more than doubled in the first six months of the year, boosted by significant market volatility stirred up by macroeconomic and geopolitical events—a theme it expects to continue for markets through the rest of 2022."
"August 3, 2022 06:28 pm ET",Opinion: Winter in Europe May Be Springtime for Putin,Commentary,Russia’s energy war deploys high prices to promote social turmoil and empower populist parties.
"August 2, 2022 11:51 pm ET",BP Profit Surges on High Energy Prices,Earnings,"The London-based company is the latest oil major to cash in on the highest energy prices in more than a decade, reporting strong second-quarter profit helped by fuel-making margins and oil trading."
"August 1, 2022 03:00 pm ET",Solving the U.S. Energy Crisis and Lowering Your Bills,PODCAST,"After a decade of cheap, plentiful energy in the U.S., Americans are paying substantially more for everything from gasoline to electricity to natural gas. Wall Street Journal energy reporter Katherine Blunt joins WSJ Your Money Briefing host J.R. Whalen to explain why higher costs could be the new normal, and what’s being done to hold energy costs in check."
"August 1, 2022 10:01 am ET",America’s New Energy Crisis,Business,"How did this happen, and what will it take to fix it?"
"August 1, 2022 05:30 am ET",Europe’s Energy Crisis Threatens to Slow Green Transition,Europe,"A deepening energy crisis, a global heat wave, soaring prices, supply-chain snarls and worries about the economy are threatening to delay Europe’s longer-term promises to transition to lower-emission energy sources."
"August 1, 2022 03:00 am ET",Solving the U.S. Energy Crisis and Lowering Your Bills,PODCAST,"After a decade of cheap, plentiful energy in the U.S., Americans are paying substantially more for everything from gasoline to electricity to natural gas. WSJ energy reporter Katherine Blunt joins  host J.R. Whalen to explain why higher costs could be the new normal, and what’s being done to hold energy costs in check."
"July 26, 2022 12:30 pm ET",U.S. Natural Gas Futures Touch 14-Year High,N/A,N/A
"July 25, 2022 03:20 pm ET",Shell Says It Will Proceed With Jackdaw Gas Project,Business,"Company decides to move forward with the development, which has been opposed by environmental groups, and says it could produce more than 6% of expected U.K. North Sea gas by mid-decade."
"July 25, 2022 01:32 pm ET",Russia to Cut Europe’s Gas Flow via Nord Stream to 20%,World,The move raises new questions about Europe’s ability to sock away enough gas for the winter.
"July 25, 2022 01:04 pm ET",Why Russia Is Cutting Gas Flows via Nord Stream to Europe and What It Means,Europe,"An overview of the pipeline that connects Russia’s Siberian gas fields with Germany, and the maintenance process at the heart of Europe’s gas dilemma."
"July 22, 2022 06:28 pm ET",Can U.S. Natural-Gas Producers Meet Rising Demand in Europe?,PODCAST,U.S. exports of liquified natural gas are surging as Russia limits supplies to Europe. But underinvestment during the pandemic and concerns about the climate limit how much American gas producers can offer. The Wall Street Journal’s Benoit Faucon joins WSJ What’s News host Daniella Cheslow to discuss.
"July 22, 2022 05:45 pm ET",Can U.S. Natural-Gas Producers Meet Rising Demand in Europe?,PODCAST,P.M. Edition for July 22. U.S. exports of liquified natural gas are surging as Russia limits supplies to Europe. But underinvestment during the pandemic and concerns about the climate limit how much American gas producers can offer. The WSJ’s Benoit Faucon joins host Daniella Cheslow to discuss.
"July 22, 2022 09:00 am ET",The World Is Thirsty for America’s Natural Gas,Business,A global race among U.S. allies to secure American gas exports is testing the country’s ability to meet fast-growing demand.
"July 22, 2022 08:34 am ET","South Korean Shipbuilder, Workers Reach Deal to End Strike",Asia,Daewoo’s agreement with subcontract workers ended a weekslong strike that had pushed back deliveries of in-demand LNG vessels and triggered roughly $600 million in losses.
"July 21, 2022 03:09 pm ET",Heat Wave Sends U.S. Natural-Gas Prices Soaring,Commodities,"Some of the hottest weather on record is lifting natural-gas prices, reversing last month’s plunge and reviving a key driver of inflation as power plants guzzle the fuel to keep air conditioners humming."
"July 21, 2022 08:57 am ET",Russia Resumes Nord Stream Natural-Gas Supply to Europe,Europe,The restart of the pipeline buys time for governments to decouple from the Kremlin’s exports amid what they expect will be an increasingly unreliable supply of energy heading into the winter.
"July 21, 2022 04:04 am ET",Putin’s Gas Game: Toy With Europe’s Supply and Make Its Leaders Squirm,Russia,"The Kremlin is weaponizing energy over Ukraine sanctions, a gambit that carries huge risks for both sides as customers race to lock in alternative sources."
"July 20, 2022 01:31 pm ET",Natural Gas Remains Putin’s Weapon of Choice,Heard on the Street,Restarting limited natural-gas flows down the Nord Stream pipeline keeps Moscow in the money and markets on edge.
"July 20, 2022 06:22 am ET",Green Hydrogen Is Cheaper Than LNG in Europe,Heard on the Street,"Gas prices will fall eventually, but the European energy crisis has permanently improved prospects for the clean-burning fuel."
"July 19, 2022 11:55 am ET",Russian Gas Supplies to Europe Aren’t Expected to Restart,Europe,Europe is working on contingency plans for the possibility that the Nord Stream pipeline won’t return to operation.
"July 18, 2022 09:53 am ET","Looming Gas Crunch Poses ‘Historic Test’ for Europe, IEA Says",Gas Markets,"European nations are rushing to rapidly refill gas storage tanks before the winter heating season sets in. But they face a possibility that Russia will choose to completely cut off its gas supply, said the International Energy Agency’s head."
"July 17, 2022 06:31 pm ET",Opinion: The West’s Climate Policy Debacle,Review & Outlook,Utopian energy dreams are doing great economic and security damage.
"July 14, 2022 08:42 am ET",Global Natural-Gas Markets Are Getting Scared,Heard on the Street,"LNG spot market prices have shot up in recent weeks, but could have much further to go if Russia closes its pipeline to Germany."
"July 11, 2022 05:30 am ET",Investors Dump Bonds of Chinese Banks That Lent Heavily to Russia,Markets,"For years, foreigners loaded up on debt from Chinese state-owned lenders known as policy banks, but Russia’s invasion of Ukraine has prompted a rethink of those investments."
"July 7, 2022 01:11 pm ET","Europe Scoops Up LNG, Choking Off Power Supplies in Poorer Nations",U.S.,"The war in Ukraine is depriving far-away developing countries of electricity, as the world’s supply of liquefied natural gas used to produce power is swallowed up by European nations as an alternative to Russian gas."
"July 6, 2022 06:44 pm ET",Opinion: The Global Search for Energy Security,Commentary,"As inflation soars, the West is finally getting serious about a goal it abandoned years ago."
"July 4, 2022 08:03 am ET",Coal Makes a Comeback as the World Thirsts for Energy,Business,"Tight supplies of commodities following Russia’s war in Ukraine lead countries back to the dirtiest fossil fuel, despite commitments to tackle climate change."
"July 1, 2022 05:51 pm ET","Russian Missiles Kill 21 in Residential Area in Odessa Region, Ukraine Says",World,"The overnight attack, the latest in a surge of Russian strikes, occurred hours after the conclusion of a NATO summit where President Biden promised to support Ukraine “for as long as it takes.”"
"July 1, 2022 02:08 pm ET",New U.S. Guided Rockets Strengthen Ukraine’s Hand,World,Ukrainian officers say the Himars batteries are already shifting the balance of power in the artillery duel being fought with Russian forces in the Donbas region.
"July 1, 2022 12:32 pm ET",Russia Takes Control of International LNG Project,Business,The move is one of the most drastic responses by the Kremlin so far to the flight of Western companies from Russia in the wake of the country’s invasion of Ukraine.
"July 1, 2022 12:25 pm ET",Wild First Half in Markets Sets Stage for More Big Moves,Markets,Charts size up what might lie ahead for businesses and the economy.
"June 29, 2022 08:28 am ET",Gas Prices Test American Appetite for New Cold War With Russia,Capital Account,"Russia is waging two wars right now: a hot war with Ukraine whose costs are measured in death and destruction, and a cold war with the West whose costs are measured in economic hardship and inflation."
"June 25, 2022 04:09 am ET",Europe’s Search for Natural Gas Runs Up Against Climate Goals,World,Efforts to replace Russian natural gas have set in motion plans for new production and infrastructure world-wide that critics say risk throwing the world off track in meeting the Paris accord’s climate targets.
"June 23, 2022 07:40 pm ET",Opinion: Coal Energy Rides to Germany’s Rescue,Review & Outlook,"Berlin braces for a cutoff of Russian gas, but the nuclear power taboo remains."
"June 23, 2022 09:24 am ET",Europe Prepares to Go Cold Turkey on Russian Gas,Heard on the Street,The odds of Russia cutting off Europe’s gas have changed dramatically. Europe’s energy options haven’t.
"June 23, 2022 08:42 am ET",U.S. Natural Gas Sales to China Dry Up,China,"In a redirection of flows because of the Ukraine war, America is selling more to Europe, while Russia is becoming more dependent on sales to China."
"June 22, 2022 05:37 pm ET",Dallas Cowboys Owner Scores on Billion-Dollar Natural-Gas Gambit,Gas Markets,"Jerry Jones bought control of Comstock Resources at the depths of the gas bust, and now his stake is worth more than twice what he paid."
"June 21, 2022 05:48 am ET",Could High Gasoline Prices Decide the Midterms?,PODCAST,"A.M. Edition for June 21. In Virginia Beach, Va.—like many communities across the U.S.—high gasoline prices are causing sticker shock at the pump and constraining family budgets. WSJ audio reporter Daniella Cheslow visited the political battleground to learn how the issue could also sway opinions ahead of this year’s closely watched midterm election. Luke Vargas hosts."
"June 21, 2022 04:00 am ET",U.S. Natural-Gas Exporter Completes First Deal With German Buyer,Business,"Venture Global struck the first binding deals by a U.S. natural-gas exporter to supply a German company, as Europe turns to America to help replace supplies from Russia."
"June 20, 2022 07:40 am ET",Less Russian Gas Puts Europe’s Winter Fuel Supply in Jeopardy,World,Russia’s throttling of natural gas to Europe is endangering the continent’s race to sock away enough fuel to ride out next winter.
"June 17, 2022 12:05 pm ET",Russia Steps Up Pressure on European Gas Supplies,Europe Economy,A further reduction in the supply of natural gas to Europe’s biggest economies is raising concerns of a fuel shortage this winter.
"June 16, 2022 03:48 pm ET","Russia Slashes Gas Flows, Aiming Economic Weapon at Europe",Europe,Moscow’s move to slash natural-gas exports to Europe has pitched the continent’s energy crisis into a dangerous new phase.
"June 16, 2022 07:56 am ET",Central Bankers Could Derail the Rally in Oil and Gas,Heard on the Street,"Supply problems are feeding expectations that commodity prices will go higher, but rising interest rates are an important counterweight."
"June 16, 2022 05:30 am ET",High U.S. Fuel Exports Are Contributing to $5-a-Gallon Gas,Gas Markets,"A rapid rise in American fuel exports this year has helped push gasoline prices to a record $5 a gallon and is pressuring U.S. prices of natural gas, which hit the highest levels in over a decade earlier this month."
"June 15, 2022 03:42 pm ET",European Natural-Gas Prices Jump as Russia Cuts Supplies Again,Commodities,"Europe’s options for filling its natural-gas stores to avoid a winter energy crisis are narrowing as flows from Russia decrease and U.S. shipments are poised to stall, sending gas prices higher."
"June 15, 2022 09:31 am ET",EU Moves to Wean Itself off Russian Natural Gas With Deal,Middle East,The European Union’s agreement with Israel and Egypt to boost shipments taps into the natural-gas riches of the eastern Mediterranean as it races to secure alternatives to Russian energy.
"June 15, 2022 06:30 am ET",Natural Gas Could Start to Melt United Front Against Russia,Heard on the Street,"With storage levels low and geopolitical risks running high, it isn’t taking much for natural-gas prices to swing wildly."
"June 14, 2022 05:00 pm ET",BP Bets Big on Giant ‘Green Hydrogen’ Project in Australia,Business,"The oil major is taking the lead on one of the world’s biggest projects to produce the alternative fuel, which is in growing demand due to climate change but remains uneconomical."
"June 14, 2022 04:34 pm ET",Natural-Gas Prices Plunge After Extended Outage at Texas LNG Facility,Markets,One of the biggest U.S. LNG exporters said fire damage will prevent it from returning to full capacity until late this year.
"June 13, 2022 10:03 am ET",LNG Prices Will Steam Up Again,Heard on the Street,Prices of the fuel have mostly trended lower since hitting highs this past spring. But that is unlikely to last in a fragile market.
"June 13, 2022 05:56 am ET",France’s Total Joins Qatar as First Foreign Partner in $30 Billion LNG Project,Business,"Qatar tapped French oil giant TotalEnergies as its first foreign partner in a $30 billion liquefied natural gas project, as the Persian Gulf emirate pledges to help Europe secure new supplies of gas as it weans itself off Russian energy."
"June 13, 2022 05:35 am ET","Without Cheap Russian Energy, Some European Factories Must Close",Europe,"Industrial energy costs are soaring in the wake of Russia’s war on Ukraine, hobbling European manufacturers’ ability to compete in the global marketplace."
"June 12, 2022 05:04 pm ET",Opinion: Richard Glick’s White House Chats,Review & Outlook,The Federal Energy Regulatory Commission chairman had regular confabs with the climate adviser.
"June 9, 2022 06:02 pm ET",Opinion: How the U.S. Turned the Tables on OPEC,Commentary,"Our energy dominance came from innovation, pro-supply policies, and private investment."
"June 9, 2022 03:13 pm ET",Natural-Gas Prices Swing After Fire in Texas and New Inventory Data,Gas Markets,"Prices were buoyed by data showing little progress has been made in boosting domestic gas inventories, after a sharp decline that followed a fire at a Texas fuel-export facility."
"June 8, 2022 04:46 pm ET",Stocks Slip Amid Concerns of an Economic Slowdown,U.S. Markets,U.S. stocks fell as investors parsed an ambivalent outlook for the global economy and awaited key data about inflation.
"June 8, 2022 07:31 am ET",Japan Halts Loans to Russian Gas-Export Plant,Business,A $21 billion natural-gas export plant under construction in Siberia suffered another setback when a Japanese government-owned bank said it has suspended loans to the project.
"June 3, 2022 10:07 am ET",The End of Energy Free Trade,Economy,"Welcome to a new era in oil and gas, prompted by Western sanctions against Russia, that gives geopolitics an edge over market forces."
"May 26, 2022 05:35 pm ET",Natural Gas Surges as Cooling Season Switches On,Gas Markets,"The fuel has tripled over the past year to the highest level since 2008, which was before frackers flooded the market with shale gas."
"May 26, 2022 11:43 am ET",Europe’s Quest for Alternatives to Russian Gas Hits Obstacles,World,"Europe is hitting roadblocks as it tries to replace Russian gas in the Middle East and North Africa, as talks with big producers like Qatar, Algeria and Libya have become complicated."
"May 25, 2022 03:04 pm ET","Ukraine War Threatens Transition to Cleaner Energy, Leaders Warn at Davos",World,"While fossil fuel investments may be needed as Europe seeks to reduce Russian supplies, longer investments could derail climate goals, some say."
"May 25, 2022 02:58 pm ET",New U.S. Gas-Export Plant Gets Green Light as Europe Thirsts for LNG,Business,"Natural-gas exporter Venture Global LNG said it would build a new, multibillion-dollar liquefied natural gas export facility in Louisiana, as demand for U.S. gas exports surges in Europe following Russia’s invasion of Ukraine."
"May 17, 2022 11:39 am ET",How Germany Is Racing to Sever Dependence on Russian Energy,World,Europe’s largest economy is scrambling to find new suppliers and invest billions in infrastructure to reverse decades of policy in weeks; business leaders warn of a financial crisis from higher energy prices.
"May 13, 2022 05:31 am ET",Europe’s Gas Market Is Still Counting on Russian Supplies,Heard on the Street,"Russia has reliably provided gas to Western Europe for decades, but the risk of a cutoff keeps rising."
"May 12, 2022 02:00 pm ET",Russian Tanker Giant in Deals to Sell Ships Amid Western Sanctions,World,"Buyers in Middle East and Asia, including Koban Shipping and Eastern Pacific Shipping, have agreed to acquire vessels to haul crude oil and natural gas."
"May 11, 2022 04:12 pm ET",Ukraine Reduced Russian Gas Flowing to Europe Through Key Pipeline,Markets,"Ukraine reduced flows of Russian natural gas through its territory to Europe, introducing a new threat to the energy security of a continent already racing to sever its dependence on Russian fossil fuels."
"May 9, 2022 01:50 pm ET",Activist Investor Third Point Continues Push for Shell to Restructure,Business,The hedge fund has told clients it has added to its profitable position in the energy giant.
"May 5, 2022 04:01 am ET",Shell Takes $3.9 Billion Charge Related to Russia Exit,Earnings,The oil major is the latest energy giant to document a financial hit from exiting the country following its invasion of Ukraine.
"May 4, 2022 04:29 pm ET",EU Proposes Ban on Russian Oil Imports,Europe,The European Union proposed a ban on Russian crude within six months and is set to impose sanctions on Russian military officials accused of war crimes.
"May 4, 2022 04:00 pm ET",Germany’s Difficult Breakup with Russian Energy,PODCAST,"The European Union announced a proposal to ban purchases of Russian oil exports, after Germany, Europe’s biggest economy, dropped its opposition. WSJ’s Bojan Pancevski explains why Germany was such a holdout. Further Reading: -EU Proposes Ban on Russian Oil Imports, Sending Prices Higher -Germany Drops Opposition to Embargo on Russian Oil Further Listening: -If Russia Invades Ukraine, Can the U.S. Deliver on Sanctions?"
"May 4, 2022 05:04 am ET",Europe Scrambles for Energy Before Cutting Itself Off From Russia,Gas Markets,"The region is racing to stock up on oil and natural gas before tighter sanctions are imposed on Russian energy, amid a dash to reorganize global energy supplies."
"May 3, 2022 05:57 am ET",BP Takes $25.5 Billion Hit From Russia Exit,Earnings,"The U.K. energy company’s accounting charge was related to its decision to exit its Russia holdings, including its stake in Rosneft, and is by far the biggest financial hit tallied by companies pulling back from the country."
"May 2, 2022 07:45 am ET",Japan Pushes Ahead With Plan to Add Russian Gas Imports,Business,The CEO of trading and investment company Mitsui says the “world’s energy balance will collapse” unless a Siberia natural-gas project goes forward.
"May 1, 2022 04:52 pm ET",Opinion: The West Has a Crucial Ally in Qatar,Commentary,"With America’s help, the country’s natural-gas reserves can wean Europe from Russian energy."
"April 29, 2022 06:47 am ET",U.S. Gas Producers Under Pressure as Russia Cuts Off Supplies in Europe,VIDEO,"As Europe races to wean itself off Russian energy, American natural-gas producers are struggling to meet the demand and prices are rising. Factors including extreme weather and equipment needs have created a bottleneck amid the war in Ukraine. Illustration: Laura Kammermann and Sharon Shi"
"April 28, 2022 03:32 pm ET","As Europe Thirsts for Natural Gas, U.S., EU Signal Support for Long-Term Deals",Finance,"With Russia moving to pinch natural gas supplies to parts of Europe, U.S. and European Union officials are indicating that they are more open to longer-term deals to ship American fuel across the Atlantic."
"April 28, 2022 01:09 pm ET",Natural-Gas Producers: In Thin Air,Heard on the Street,"Geopolitical risks are pushing natural-gas prices, and producer stocks, to the stratosphere."
"April 27, 2022 07:06 pm ET",Opinion: Russia’s Energy Extortion of Poland and Bulgaria,Review & Outlook,"With more U.S. help for Europe, the ploy could boomerang on Vladimir Putin."
"April 27, 2022 04:58 pm ET",France’s Total Takes $4.1 Billion Charge Owing to Russia Sanctions,Europe,The energy giant said Western sanctions would affect an Arctic natural-gas project that had been expected to launch in 2023.
"April 27, 2022 04:20 pm ET",Russian Supply Concerns Drive Natural-Gas Prices Higher,Gas Markets,The stoppage of Russian exports to Poland and Bulgaria stirs investors’ anxieties about further global supply strains
"April 27, 2022 03:07 pm ET",Vladimir Putin Cuts Off Gas to Two NATO Allies,PODCAST,"As Putin halts natural gas supplies to Poland and Bulgaria, Europe needs to move fast to end its reliance on Russian fossil fuels. American frackers could potentially fill Europe's energy gap, but President Biden and Congress need to act if they want to increase U.S. exports anytime soon. Plus, Germany finally provides some heavy weapons to Ukraine, while a Russian general exposes Putin's larger military ambitions."
"April 27, 2022 12:46 pm ET",Russian Gas Stoppages Spur Europe’s Race for Energy Supplies,Commodities,"European officials denounced Russia’s move to halt gas to Poland and Bulgaria, which threatens the continent’s energy supply."
"April 23, 2022 11:00 am ET",Sanctions Strand Russia-Bound Luxury Cars,Europe,Thousands of vehicles are stuck at a Belgium port as customs officials navigate what can be shipped to Russia. ‘It will take months to clear.’
"April 22, 2022 01:33 pm ET",Opinion: Fossil Fuels’ Forthright Defender,The Weekend Interview,"When Elizabeth Warren denounced energy CEOs, Toby Rice, the head of the largest U.S. natural gas producer wasn’t about to roll over."
"April 12, 2022 09:58 am ET","Chaotic Trading in Energy, Metals and Food Spills Into Real World",Commodities,"Wild swings in commodity futures markets complicate business for those who use raw materials and filter into higher prices for consumers. Traders are stepping away from the risky market, creating even more volatility."
"April 10, 2022 09:39 am ET",Europe Debates How to Cut Purchases of Russian Oil,Europe,European Union officials are seeking to make oil the focus of the bloc’s next set of economic measures against Russia over its invasion of Ukraine.
"April 8, 2022 01:05 pm ET",Opinion: Between a Russian Czar and a Western Double Standard,Letters,Can Putin be appeased?
"April 7, 2022 02:23 pm ET","Frontline, Euronav Merge to Create Tanker Giant in $4.2 Billion Stock Deal",Business,"Two of shipping’s biggest names agreed to merge, in a move that would create one of the world’s biggest tanker owners."
"April 7, 2022 06:37 am ET",Shell Warns of Up to $5 Billion Hit From Russia Exit,Business,The first-quarter accounting charges follow the oil major’s decision to sever ties with Russia in response to the invasion of Ukraine.
"April 4, 2022 11:46 am ET",Ukraine War Drives Countries to Embrace Renewable Energy—but Not Yet,World,"Many nations are speeding up plans to transition to green energy, such as wind and solar power, in their quest to replace Russian supplies. In the near term, they’re leaning even more on oil, gas and coal."
"April 4, 2022 07:00 am ET",Tailwater Capital’s Herring Sees Promise in ‘Gasification’ of the Economy,Pro PE Industry News,The private-equity firm is betting natural gas will become increasingly important for facilitating the transition to clean-energy sources
"April 1, 2022 07:11 am ET",Asian Liquefied Natural Gas Demand Is Cooling Fast,Heard on the Street,Skyrocketing natural gas prices driven by Europe are already showing signs of damaging what had been the crucial growth market for LNG: Asia.
"March 30, 2022 05:49 pm ET",Stocks Decline as Oil Prices Rise,U.S. Markets,"U.S. share benchmarks fell and oil prices climbed, as concerns about the war in Ukraine and rising commodity prices continued to weigh on investors."
"March 30, 2022 04:07 pm ET",The LNG Export Boom is Draining U.S. Natural-Gas Supplies and Lifting Prices,Commodities,Overseas shipments of shale gas are replacing Russian supplies in Europe and boosting prices at home.
"March 30, 2022 02:34 pm ET",Germany Braces for Less Gas as Russia Demands Ruble Payments,World,Germany’s economy minister said Berlin triggered the early-warning stage of a contingency plan to insulate the country against any possible reduction in Russian gas deliveries.
"March 30, 2022 10:20 am ET",How High Energy Prices Could Help Both the Climate and the U.S.,Capital Account,"With Russian output shut in, U.S. producers could gain market share even as the world hastens the shift to renewables."
