date,title,summary,price,vol_annual
2023-01-04,Natural Gas Plunges as Warm Weather Is Forecast,Warm weather and ample supplies of natural gas have pushed prices down more than 50% since the summer to about what they cost a year ago.,22.941,10.72817281050918
2023-01-09,Energy Bulls Are Getting Paid to Stay Calm,Oil and gas stocks are holding steady despite weaker energy prices. Lavish share buybacks may be one reason.,23.373,10.774529512779903
2023-01-10,(1) Made in the U.S.A.: Natural-Gas Prices (2) Oil and Gas Are Back and Booming ,"(1) U.S. natural-gas prices took on European color last year. Warm weather and ample storage is bringing prices down to reflect local realities. (2) The Haynesville basin in Louisiana and Texas is humming with drillers. Among them is Chesapeake, a fracking pioneer that was in bankruptcy just two years ago. ",23.111,10.794482895120348
2023-01-12,EIG Bets Big on Rising Demand for Liquefied Natural Gas,"EIG Global Energy Partners is one of the few private-equity firms still investing billions of dollars in fossil fuel-related assets, as it bets on continued global demand for liquefied natural gas before the world can fully rely on renewable energy.",20.861,10.8443322750235
2023-01-13,How Europe Escaped a Looming Energy Crisis,"The worst-case scenario has been averted through conservation by consumers, mild temperatures and a scramble to create more gas supplies.",21.772,10.860948388013997
2023-01-18,"(1) German Chancellor Praises Ukraine’s Resistance, Warns Against Economic Protectionism (2) Natural Gas Tumbles To Fresh Low ","(1) Russia has failed to reach its goals, and the war has made the West more resilient and accelerated the decarbonization of its economies, German Chancellor Olaf Scholz said at the World Economic Forum. (2) nan ",19.151,10.947680265819043
2023-01-19,(1) What Does the Future Hold for Natural Gas? (2) Liquefied Natural Gas Will Have a Less Frenzied 2023 ,"(1) Its reputation as being reliable and abundant has taken a hit from Europe’s energy crisis, and concerns about its environmental impact are growing. (2) China’s reopening makes a further slide in LNG prices unlikely, but it won’t necessarily supercharge prices again either. ",21.085,10.949692233611652
2023-02-02,"Shell Posts $42 Billion Profit, Adding to Industry’s Record Haul","Shell became the latest oil giant to post a record annual profit last year, joining U.S. peers in surging back from early pandemic losses on soaring energy prices.",18.813,11.08170558778663
2023-02-03,Caribbean Seeks Venezuelan Energy as Sanctions Ease,Countries coping with high energy costs are turning to Venezuela as the U.S. relaxes curbs that have kept its supplies off limits for years.,17.592,11.124355026415357
2023-02-06,Methanol Takes Lead in Shipping’s Quest for Green Fuel,"A successful shift to methanol, however, will require billions of dollars of investments in new ships and fueling infrastructure, as well as lower prices for methanol.",17.545,11.164021407873072
2023-02-10,Natural Gas: Fasten Your Seat Belts,The buffers that keep America’s natural-gas price fluctuations at bay are eroding.,16.026,11.343761847019872
2023-02-17,Abu Dhabi to Sell 4% of Natural-Gas Business in IPO,The national energy company hopes to raise $2 billion from the sale and comes as Middle East energy producers ramp up plans to supply Europe.,14.499,11.566154858170147
2023-02-22,How Hybrid Work Is Changing Offices of the Future,Architects and real-estate developers are pioneering concepts to entice workers who will permanently split their time between home and office. Here are the innovations you’ll see in coming years.,14.513,11.696623902579656
2023-02-23,"Natural-Gas Prices Plunge, and Drillers Dial Back","Prices for the fuel are down more than 65% since mid-December, and U.S. inventories have flipped to an unseasonable surplus.",14.735,11.738357063689609
2023-02-24,(1) Peacetime Would Be a Black Swan Event For Energy (2) Sanctions Net Widens to Catch Russia’s Middle East Shipping Company ,"(1) Even if an end to the war in Ukraine isn’t imminent, energy producers need to consider the possibility before they invest in long-term projects. (2) The measures targeted Sun Ship, a Dubai unit of the Russian state-owned tanker company that brings in 70% of Russia’s energy revenue. ",14.988,11.783462975640385
2023-03-03,(1) Abu Dhabi Gas IPO Raises $2.5 Billion (2) How Gas From Texas Becomes Cooking Fuel in France (3) Energy Industry Wrestles Over Going Green Too Fast ,"(1) nan (2) Following Russia’s invasion of Ukraine, Europe is importing U.S. natural gas like never before to heat homes, generate electricity and power factories. (3) Climate issues and energy security are expected topics at a gathering of government officials and oil executives. ",13.963,12.052872810787862
2023-03-15,Why Gas Bills Are Going Crazy—With No End in Sight,"Supply challenges contributed to the most volatile year on record for natural gas prices, and the volatility isn’t slowing down.",13.764,11.72196630625304
2023-03-31,"Japan Breaks With U.S. Allies, Buys Russian Oil Above Cap","Citing energy needs, Tokyo won legal exception to rules binding Group of Seven nations.",12.869,12.34697260598136
2023-04-14,Fossil-Fuel Veterans Find Next Act With Green Hydrogen,Executives see similarities between the nascent industry and the early days of liquefied natural gas.,11.932,12.768366502410183
2023-04-18,Warren Buffett and Japan’s Trading Titans Would Be Formidable Allies,The Berkshire Hathaway head hinted in a recent interview that his interest in Japan’s trade giants goes beyond just holding their stocks.,12.378,12.85912984834463
2023-04-21,China Strikes Energy Deals as Its Clout Grows in Middle East,"For years, China has bought oil and gas from the Middle East. Now, Chinese companies are making big investments in parts of the energy infrastructure.",11.857,12.990884712503115
2023-04-27,Europe Moves Toward Cutting a Last Source of Russian Energy,Steps to limit shipments of LNG from Russia could push up natural-gas prices.,11.148,13.175482580144008
2023-05-05,Good News for Your Utility Bills: Gas Producers Keep Drilling,Continued flow of natural gas should ease electricity costs but it is risky for companies.,9.882,13.400565270909432
2023-05-08,Shell and BP’s Hidden Spark,"The European companies’ energy traders generate huge profits, but investors are mostly in the dark.",10.072,13.448719498018848
2023-05-10,Executive’s Russian Ties Cause Stir at Italian Energy Company,"The nomination of Paolo Scaroni, an energy-industry veteran and ally of former Italian prime minister Silvio Berlusconi, drew sharp criticism because of his history of close business dealings with Russia.",10.472,13.53316075178068
2023-05-24,Sudden Energy-Price Collapse Brings Economic Boon,"After skyrocketing last year due to the Ukraine war, natural-gas prices are in retreat around the world. But the outlook isn’t entirely positive, as the drop is also a symptom of slowing activity.",9.722,13.971383210477592
2023-05-26,"Texas, a Clean-Energy Pioneer, Turns Against Renewables","The state welcomed wind and solar power for years, fueling rapid growth. Now Republicans want a rollback.",8.996,14.068272638762778
2023-06-09,CEO Takes Shell’s Pitch Direct to Wall Street,Wael Sawan signals openness to more oil production in an effort to woo investors.,9.484,14.494025934636143
2023-06-27,Australia Put a Lid on Rising Energy Prices. Some Warn It Was a Mistake.,"Lawmakers say an experiment with price controls has helped consumers, but natural-gas producers argue it is stifling investment.",11.715,14.768343665864233
2023-06-28,Cheaper Natural-Gas Prices in Store This Summer,The fuel’s price has rallied but is much lower than a year ago.,12.049,14.781931987473785
2023-07-11,Japan Accuses Australia of Betrayal in Fight Over Natural-Gas Exports,"The two U.S. allies, normally close, are trading barbs after Canberra clamped down on carbon emissions.",11.185,14.779147438583337
2023-07-20,Why This Heat Isn’t Cranking Up Your Gas Bill,"With a glut from the warm winter, the power-generation fuel costs 60% less than last summer.",10.657,14.77836966032748
2023-07-21,America’s Rise as Energy Export Powerhouse Hinges on One Town,"Pipelines to Corpus Christi, Texas, are near capacity as U.S. oil production approaches records.",11.384,14.77294584164139
2023-07-25,U.S. Allies in Asia Snub Natural Gas From Alaska Project,Potential buyers are concerned about the lack of major investment commitments by big U.S. energy companies in the $44 billion project.,11.404,14.75341369238881
2023-07-27,"(1) Weaker Energy Prices Temper Shell’s Profit, but Not Cash Payouts for Investors (2) Shell’s Shrinking Profit Still Fills Investors’ Pockets ",(1) The oil major boosted its dividend and added a $3 billion buyback in its first quarterly results release since its new CEO unveiled a strategic shift. (2) Earnings at Europe’s biggest oil company fell 56% in its latest quarter. Energy prices would need to halve to potentially stem the flow of payouts. ,11.15,14.70002091432102
2023-07-28,"(1) Natural Gas Pioneer Puts Investment Vehicle Into Bankruptcy to Protect Ranch, Other Assets (2) America’s Military Trails Russia and China in Race for the Melting Arctic ","(1) Charif Souki put Strudel Holdings into chapter 11 to have an “orderly” sale of its assets, including an 813-acre luxury ranch in Colorado. (2) The U.S. is competing with a partnership between the two countries but has fewer icebreakers and ports, and less experience. This article is part of a series examining the problems confronting America’s military. ",10.703,14.619254848433744
2023-08-10,(1) Natural-Gas Prices Pause Climb After Strike Threat (2) Natural-Gas Prices Jolted by Australian Labor Dispute ,"(1) nan (2) Most of Australia’s supply is committed to Asia, so a sudden drop in LNG exports could push European and Asian buyers into a bidding war for gas from elsewhere, including from the U.S. ",12.045,14.179289526455046
2023-08-17,EU Is Set to Hit Winter Gas-Storage Targets Months Early,"Despite the buildup, the bloc’s energy security remains fragile after Russia cut supplies over the Ukraine war.",14.426,13.626489227715815
2023-08-21,Europe’s Gas-Guzzling Days Are Fading,"In a reality check for natural-gas producers, volatile prices are prompting European homes and factories to go green faster than expected.",14.021,13.27034193510803
2023-08-24,(1) Woodside Heads Off Australian Labor Dispute Roiling Gas Markets (2) Natural Gas Prices Slide After Labor Dispute at Major Exporter Is Curtailed ,(1) Threat of walkouts at liquefied natural gas plants run by Woodside had raised concerns about global supplies ahead of the Northern Hemisphere winter. (2) nan ,12.769,12.668072227722142
2023-08-28,"Chevron Workers in Australia Set Date for Work Bans, Stoppages","The walkout threats bring concerns of a sudden drop in liquefied natural gas exports, disruptions to global gas supplies.",12.681,12.095578519307688
2023-08-30,‘From Black Gold to Frozen Gas’ Review: A Natural Gas Powerhouse,The discovery of natural gas off the shores of Qatar has transformed this inhospitable Persian Gulf peninsula into a major geopolitical player.,12.893,11.32015890851721
2023-09-06,"Africa’s Vast Solar and Mineral Resources at Risk of Being Left Untapped, IEA Warns",High costs have put off most investors from buying into the continent’s plentiful clean-energy reserves.,12.935,10.528401253179682
2023-09-08,Chevron Workers Begin Industrial Action at Australian LNG Plants,The company’s Gorgon and Wheatstone facilities account for about 7% of global liquefied-natural-gas supply.,13.342,10.04965499774527
2023-09-19,The Unexpected New Winners in the Global Energy War,Western nations are forging unusual alliances to replace natural gas from Russia. “We pushed the accelerator to the maximum.”,13.954,9.306178583801374
2023-10-02,China Is Gaining Long-Coveted Role in Arctic,"Isolated over Ukraine invasion, Russia seeks Beijing’s help as it ships more oil east through polar routes",14.197,8.402254910640476
2023-10-06,(1) Chevron Labor Dispute Flares Up Again in Australia (2) Cruise Lines Pursue Greener Journeys Ahead of New Climate Rules ,"(1) Workers at two natural-gas facilities operated by Chevron in Australia have voted to restart industrial action, reigniting a dispute that has rattled global energy markets. (2) As tourists flock to ships and strain port cities, regulators and environmental groups are pushing companies to invest in cleaner tech. ",12.878,8.111978835813904
2023-10-09,Israel Orders Chevron to Shut Down Gas Platform Near Gaza,The move amounts to a safety precaution amid the deadly conflict that erupted over the weekend.,14.112,8.082114723959638
2023-10-13,The Oil Price Has a Safety Valve. Gas Doesn’t.,"Even though oil flows are more likely to be disrupted by the tense situation in the Middle East, natural gas prices could be more volatile.",16.774,7.939744596260199
2023-10-18,"Renewables Reminiscent of Shale Boom, Kimmeridge Leader Says","Private-equity firm Kimmeridge Energy Management is biding its time to expand investing in renewables while making big bets on oil and natural gas, a strategy reflecting co-founder Ben Dell’s not-so-mainstream views.",19.055,7.823877966391322
2023-11-08,Qatar Pursues Oil Deal After Brokering End to Venezuela Sanctions,A Qatari magnate wants to restart an oil refinery near Venezuela’s coast after the wealthy Gulf state helped mediate talks between Caracas and the U.S.,15.621,7.23735068997467
2023-11-29,(1) Brookfield’s Origin Saga Shows It’s Hard to Price Polluters — Analysis (2) EIG Global Energy Partners Expects New LNG Acquisition Within Months ,(1) At the heart of a nearly US$11 billion takeover tussle for the owner of several Australian coal-fired power plants is a key question for investors: how to value a major polluter that could also become a big enabler of the energy transition. (2) The U.S. investment firm wants to increase exposure to the Atlantic Basin gas market. ,15.797,6.677161616051455
2023-12-01,The World’s Key Canal Is Clogged Up. Winter Fuel Prices Could Get Wacky.,"Climate change could make your winter heating bills more unpredictable, particularly if you live at the end of long and vulnerable fuel supply chains.",15.785,6.533535036064116
2023-12-04,Brookfield-Led Consortium’s $11 Billion Bid for Origin Energy Fails,"An $11 billion bid for Origin Energy, one of Australia’s largest power companies, was rejected by its shareholders on Monday in a stark illustration of how investors are adopting different strategies to bet on the energy transition.",15.492,6.434579938951142
2023-12-06,(1) U.S. Gas Startup at Center of Epic Feud With Global Energy Giants (2) Europe’s Gas Prices Could Fall Further Next Year ,"(1) Venture Global is becoming one of the world’s biggest natural-gas exporters. Shell, BP and others say it got there by reneging on their contracts. (2) European natural-gas prices are expected to decline further next year amid lackluster demand and above-average inventories despite a cold start to the winter, some analysts say. ",15.048,6.178091144839135
2023-12-07,"Woodside Energy, Santos in Talks to Create Global Energy Giant",The Australian companies said a merger could result in a new global company worth around $52 billion.,15.097,6.035274087678073
2023-12-08,"Charif Souki, Who Transformed U.S. Energy, Removed as Tellurian’s Chairman",The natural gas pioneer’s latest energy venture has been floundering for years.,14.764,5.900792797923703
2023-12-11,BP Asks U.S. Regulator to Intervene in Gas Feud,Venture Global is being accused of skirting disclosure rules while maintaining “a veil of secrecy around its operations” to the detriment of some customers.,12.79,5.740760943794541
2023-12-14,Will the End of Fossil Fuels Spoil the Lucky Country’s Streak?,Australia’s moniker has often proved apt in part because of its plentiful natural resources. It is also uniquely vulnerable to climate change. Would a fossil-fuel-free world save it or destroy it?,12.266,5.219716138782772
2023-12-19,Gaza Is Making Oil and Gas Markets Twitchier,Attacks on ships in the Red Sea are a reminder that the war between Israel and Hamas might yet have global repercussions for energy,11.726,4.583274614471959
2023-12-20,"(1) Houthi Rebels Vow to Retaliate as U.S.-Led Force Deploys for Middle East (2) Charif Souki, Godfather of American LNG Industry, Is Ousted from Tellurian ","(1) Natural-gas and crude markets rose, but ample global supplies of the two fuels are keeping the advance in check. (2) Gas-export company’s abrupt termination of its co-founder caps his flamboyant career in energy. ",11.793,4.339563479669583
2024-01-05,"Southwestern, Chesapeake Near $17 Billion Energy Merger",Southwestern Energy and Chesapeake Energy are close to a merger that would create a roughly $17 billion company and one of the largest U.S. natural-gas producers.,11.048,3.0591433449547965
2024-01-08,Shell Flags Impairment Hit of up to $4.5 Billion,"Shell said its fourth-quarter earnings took a hit of up to $4.5 billion in impairments that were offset by significantly higher gas trading, while its overall production volumes are on track to meet targets.",10.749,3.008246725464909
2024-01-09,America Has Plenty of Natural Gas. So Why Is New England Left Out in the Cold?,Threatened closure of a Massachusetts import facility sparks worry about the Northeast’s energy supplies.,9.809,2.980912897260513
2024-01-11,"(1) Chesapeake, Southwestern to Merge as New Gas Behemoth (2) Blockbuster Natural-Gas Merger Is Almost Too Perfect ","(1) The $7.4 billion all-stock transaction will create one of the U.S.’s largest natural-gas producers and is the latest in a flurry of energy deals. (2) The Chesapeake-Southwestern merger is very promising, if it can clear regulatory scrutiny. ",10.133,2.8668493966191506
2024-01-12,America’s Gas Bonanza Brings Biden New Political Dilemmas,The president is facing pressure from some Democrats and climate groups to rein in exports of liquefied natural gas.,10.318,2.808527462917408
2024-01-15,"Houthis Turn Their Sights on U.S. Ships, Vow to Keep Attacking Red Sea Targets",A U.S.-owned bulk carrier was struck and a Navy destroyer was targeted as attacks become more widespread and indiscriminate.,10.348,2.763698753546643
2024-01-16,Natural-Gas Prices Remain Under Pressure Despite Cold Snap,"Robust production, full storage and delays in LNG capacity additions all point toward a year of mild natural-gas prices.",9.804,2.732305827721772
2024-01-23,Houthi Attacks Won’t Threaten Global Natural-Gas Security,Energy markets look very different than in 2022.,9.268,2.6184297263836576
2024-01-24,Some Private-Equity Firms Stick With Natural Gas Despite Climate Concerns,Energy-focused investment firms are betting on rising U.S. natural-gas exports even as activists and some lawmakers push back.,9.298,2.5881513278434576
2024-01-26,Biden Pauses Approvals for LNG Exports,A decision to review the impacts of exports of U.S. liquefied natural gas delivered a victory for environmental groups.,8.909,2.550848619824432
2024-01-31,A New Solution for CO2 Emissions: Bury Them at Sea,Ship operators have designed a vessel to transport supercooled carbon and pump it into offshore wells for permanent storage.,9.86,2.491605392853152
2024-02-01,"(1) Shell Launches Buyback as Earnings Beat Forecasts (2) Biden Gas-Export Decision: Smoke, but No Fire ","(1) Shell’s adjusted earnings beat forecast, driven by higher trading gains from LNG, and said it would buy back $3.5 billion in shares this quarter. (2) With so many permitted projects struggling to secure contracts, pausing LNG approvals was an easy, low-stakes political win. ",9.716,2.479020017992164
2024-02-02,Oil Profits Keep Flowing for Exxon and Chevron,"U.S. giants join Shell in posting strong earnings, but face an uncertain outlook as countries vow to phase out fossil fuels.",9.524,2.459345339864361
2024-02-07,"Woodside, Santos End Talks on Merger to Create $57 Billion Energy Giant",The companies spent two months discussing a merger that aimed to capitalize on the rising demand for natural gas resulting from the war in Ukraine.,9.356,2.4374585159572315
2024-02-08,How the Rockefellers and Billionaire Donors Pressed Biden on LNG Exports,The president’s decision to halt new export terminals follows a campaign by environmental groups funded by wealthy contributors.,9.458,2.438953987165269
2024-02-09,Caught in Biden’s Natural-Gas Export Fight: Your Utility Bill,The export boom has hitched U.S. prices to volatile global markets.,9.163,2.442073467575133
2024-02-14,Shell Sees LNG Demand Up at Least 50% by 2040,"Shell said it expected global demand for liquefied natural gas to grow beyond 2040, driven by industry in China and economic development in South and Southeast Asia.",8.513,2.4526156457906736
2024-02-16,How War in Europe Boosts the U.S. Economy,European rearmament and American aid to Ukraine are flowing back to the defense industrial base.,8.698,2.4648310731384413
2024-02-20,How India Became the World’s Most Nimble Energy Buyer,"With a rapidly growing population and economy, India is thirsty for oil and natural gas—at the right price.",8.291,2.482466178345858
2024-02-21,U.S. Renewable Power Growth Is Setting New Records on the Back of Federal Support,Wind and solar power are projected to become more popular than gas in replacing coal.,8.28,2.493275119821581
2024-02-22,Woodside to Sell Scarborough JV Stake to Japan’s Jera,Woodside Energy said it has agreed to sell 15.1% of the venture developing the Scarborough natural-gas field offshore Australia to Japan’s Jera for $1.4 billion as part of a broader strategic relationship.,8.23,2.5061960661248546
2024-02-23,(1) Corrections & Amplifications (2) Natural Gas Hasn’t Been This Cheap in Decades ,"(1) Corrections & Amplifications for the edition of Feb. 24, 2024 (2) The lowest inflation-adjusted prices in at least 34 years have drillers throttling down from record production. ",7.983,2.5188886213415724
2024-03-11,Elliott Bets $500 Million on Gas Producer Backed by Quantum,Paul Singer’s Elliott Investment is plowing money into a $1.6 billion continuation fund that lets Quantum Capital retain HG Energy as an investment.,8.802,2.617132427132945
2024-03-13,Biggest Gains in Financial Strength in the Management Top 250,"Royal Caribbean heads the list, followed by Cheniere Energy and MetLife",8.714,2.628065784412964
2024-03-14,Shell to Slow Pace of Carbon-Emission Cuts,Anglo-Dutch energy heavyweight said it now targets a 15%-20% reduction by 2030 in the net carbon intensity of the energy products it sells.,8.792,2.633046415330365
2024-04-02,Natural Gas Pioneer Charif Souki Ordered to Pay $100 Million in Damages to Lenders,"The ruling stems from disputes with lenders who seized Souki’s assets, including his Colorado ranch, yacht and his shares in Tellurian, a Houston-based gas company he co-founded.",9.383,2.6833591645776065
